[-0.59, 1.55, 1.38]	[1.71, 0.74, -2.42]	[1.54, 2.02, -1.88]	[-2.28, -2.17, -1.39]
[0.21, 1.69, -0.77]	[-0.03, -2.23, 1.34]	[-2.1, 1.85, 1.43]	[-1.13, 1.56, 1.45]
[-2.01, -2.44, -1.85]	[0.07, 2.4, -0.92]	[1.63, 0.98, -2.16]	[-1.17, -2.43, 0.36]
[1.61, -0.48, -1.4]	[0.52, -2.14, -1.03]	[0.89, 1.28, -1.66]	[1.0, -0.07, 1.81]
[1.99, -1.97, 1.81]	[-0.86, 2.04, -2.42]	[-2.02, 0.96, -0.83]	[0.64, 0.05, -1.86]
[-1.52, 0.34, -1.2]	[-1.7, -0.49, 1.42]	[0.24, -1.32, 0.67]	[1.21, -0.92, 0.97]
[-0.55, -0.49, -0.2]	[-2.2, -0.15, -1.41]	[1.91, -0.56, 0.45]	[-2.27, -1.33, 0.35]
[-1.59, 2.01, 1.31]	[-2.2, -1.86, 1.57]	[-0.24, -0.21, 0.99]	[0.92, 0.03, -0.79]
[1.51, 0.24, -2.36]	[2.35, -1.78, -1.2]	[1.22, -2.19, 1.25]	[0.59, -1.58, 2.41]
[2.43, 1.32, -1.2]	[-1.47, 1.97, -0.46]	[-0.1, -1.39, 1.81]	[-0.3, 0.4, -1.71]
