[-1.45, -1.54, 1.79]	[1.88, -0.47, 2.25]	[0.01, 1.83, -0.96]	[0.82, 1.36, -1.16]
[1.29, 2.17, -0.5]	[0.56, -1.9, -1.8]	[-0.7, -2.29, 1.4]	[-0.2, 2.37, -0.33]
[1.49, 1.0, 0.42]	[-2.0, -0.41, 2.21]	[-2.47, -2.17, 2.15]	[0.73, -1.12, -2.1]
[0.44, -1.67, -2.27]	[-2.03, -2.49, -2.07]	[0.22, -0.14, 2.41]	[1.3, 0.06, -2.41]
[-1.81, 2.3, 1.14]	[-0.7, -2.18, 0.57]	[0.15, -0.08, -2.16]	[-2.25, 0.35, -1.48]
[2.33, 1.27, -0.25]	[2.45, 0.29, -1.03]	[1.15, -1.13, 0.69]	[1.01, -1.58, -0.44]
[1.44, 0.79, -0.76]	[-0.27, 0.2, -2.03]	[2.26, 1.97, 0.76]	[1.63, 1.67, -2.4]
[0.33, -0.44, -0.81]	[-1.85, -0.51, 1.21]	[-1.2, 0.72, -0.09]	[-1.14, 2.49, 1.66]
[2.48, 0.37, -0.9]	[-1.21, -2.16, -0.38]	[-1.28, 1.53, 0.23]	[1.2, 0.52, 0.24]
[-0.09, 1.76, 2.04]	[-1.92, -0.55, -0.24]	[2.32, 2.02, 1.95]	[-0.44, 1.58, 0.1]
