[0.99, 0.73, 1.39]	[-1.7, 2.26, 2.07]	[1.93, 0.29, -0.03]	[0.09, 0.45, -2.48]
[-1.15, 1.53, 1.58]	[0.78, -0.66, -1.52]	[-0.8, -1.87, -0.26]	[-1.16, -0.07, -1.96]
[1.74, 0.44, -1.9]	[1.31, -1.82, 2.24]	[-0.5, -0.22, 0.83]	[0.34, 0.0, 0.41]
[1.64, 0.85, 1.65]	[-1.9, 0.95, 0.25]	[1.67, -1.0, 0.92]	[1.94, -1.98, -0.21]
[0.79, -2.44, 0.68]	[-1.23, 1.52, 1.93]	[1.69, -0.88, 1.14]	[1.84, 0.22, -2.47]
[0.7, -2.49, 0.36]	[0.64, -0.58, 1.18]	[-0.87, -2.2, -0.43]	[0.65, -1.23, -1.2]
[2.49, 0.24, -1.56]	[2.41, 0.5, 1.95]	[1.56, -1.83, -2.09]	[0.2, -2.04, -2.32]
[0.91, 0.12, 1.34]	[0.21, 0.56, 1.89]	[-0.59, -0.14, -1.33]	[-1.59, 0.75, -2.16]
[0.18, 2.23, -0.52]	[0.62, -0.7, 1.57]	[-0.75, 0.0, -1.23]	[-1.55, 1.7, -1.86]
[-0.66, -1.17, -1.62]	[-2.09, -0.09, 1.33]	[1.51, -2.23, -1.27]	[1.78, -2.32, -0.58]
