[-2.48, 0.5, 2.24]	[0.92, 0.71, 0.75]	[2.16, -0.11, -1.58]	[-0.88, 1.96, -1.6]	[-0.58, 2.49, 1.26]	[-0.56, -2.27, -0.16]	[0.52, -1.38, 2.41]
[-0.26, -1.93, 1.82]	[-0.74, -2.13, 1.47]	[-2.27, -1.26, -2.21]	[1.38, 0.02, -2.1]	[-0.11, -1.19, 2.4]	[-0.48, -0.97, -0.39]	[-2.5, -2.32, 0.78]
[0.3, 2.13, 0.9]	[-1.26, 1.39, 0.83]	[2.01, -1.89, 0.95]	[0.07, -0.38, 0.29]	[-0.29, 2.32, 1.51]	[1.41, 0.8, 0.66]	[-0.35, 0.16, -0.82]
[0.65, 1.22, 1.5]	[1.56, -2.16, 0.12]	[2.36, 1.49, 2.33]	[2.41, -1.54, -0.39]	[-0.88, 0.14, -0.86]	[-1.87, 1.36, -0.36]	[-1.02, 1.74, 0.86]
[0.36, 0.72, -2.0]	[1.42, 0.62, -0.23]	[1.05, -0.44, 1.64]	[-1.35, -0.8, 1.43]	[-1.22, 2.19, 0.77]	[-0.41, -0.26, -1.42]	[1.46, 1.16, 1.98]
[0.15, 0.91, -0.83]	[0.44, 0.4, 1.97]	[0.3, 0.95, -1.0]	[2.13, -1.67, 1.37]	[-1.78, 2.2, 1.73]	[-1.6, -1.93, -1.29]	[-1.25, 2.33, 2.46]
[-1.25, 0.09, -1.3]	[-0.83, 2.08, 1.18]	[-1.59, 0.64, 2.05]	[1.49, 1.08, -1.73]	[-2.06, -0.52, -0.79]	[0.44, -2.1, -2.24]	[0.36, 0.12, 0.07]
[-0.69, -1.97, -1.1]	[2.14, -0.81, 0.81]	[1.23, 1.7, -2.44]	[0.36, -1.46, 2.34]	[-2.45, 1.17, 1.82]	[1.76, -0.1, -0.9]	[-2.15, 1.96, -0.08]
[0.86, 1.01, -1.19]	[0.19, -2.25, -1.01]	[-0.31, -2.14, -1.48]	[1.25, -2.08, 0.13]	[-0.34, -1.21, 1.58]	[-0.17, 1.94, 1.23]	[0.2, -0.32, -1.77]
[-2.01, 2.16, 2.1]	[-0.92, -1.67, 2.13]	[-0.56, -1.69, -2.13]	[1.25, -0.36, -2.18]	[-1.87, 0.44, 2.32]	[-1.39, -2.1, 0.49]	[-0.63, -1.46, 2.5]
