[-1.5, -1.89, -1.91]	[-1.17, 2.05, -0.16]	[0.71, 0.49, -2.02]	[-1.52, -1.0, -1.08]	[-1.92, 0.94, -1.04]	[1.48, -1.68, 2.49]	[2.44, 1.28, 0.05]
[2.08, 1.19, 1.55]	[-1.04, -2.17, 1.32]	[-1.09, 1.95, -1.08]	[0.76, -1.04, 1.46]	[2.3, 0.39, 2.43]	[0.89, -0.16, 1.82]	[0.66, -1.1, -1.84]
[-2.47, -0.15, 2.13]	[-0.15, 1.6, 1.21]	[2.48, -1.03, -1.77]	[1.66, 0.28, 1.41]	[1.68, 1.65, 1.1]	[1.97, -2.44, 1.83]	[-0.79, 1.13, 0.98]
[-1.75, 0.74, -2.11]	[-1.71, -0.35, 0.18]	[-1.73, -1.41, -0.6]	[-0.64, -1.27, 1.48]	[-1.87, -1.7, 0.88]	[-0.94, -0.13, 0.36]	[-1.32, -0.34, -0.21]
[-1.34, -1.92, -1.64]	[0.71, 2.47, -0.02]	[-2.32, 1.83, 1.8]	[1.52, -1.49, 0.68]	[2.02, 0.91, 1.8]	[-1.4, 1.74, 0.26]	[-0.29, 1.53, -1.95]
[-2.26, 1.6, 0.48]	[-1.85, -1.61, -1.47]	[-2.04, -1.92, -1.61]	[-1.14, 1.7, -1.16]	[1.12, -1.02, -2.44]	[-2.26, 1.14, -0.09]	[1.51, -2.48, 1.13]
[-2.16, 1.73, -1.96]	[-0.97, 0.22, -0.09]	[-0.46, -0.3, -1.0]	[1.84, -0.44, 0.14]	[-0.47, -1.54, 0.06]	[1.63, 1.27, -1.88]	[-0.19, 0.22, -1.56]
[0.79, -0.27, 0.79]	[2.28, 0.45, 0.68]	[1.56, -1.34, 2.23]	[-0.09, -0.8, -0.58]	[1.65, -0.79, -0.89]	[-0.11, -0.59, 0.67]	[-0.57, 0.8, 1.86]
[1.22, 0.87, -1.6]	[-0.75, -1.14, -0.88]	[1.4, -2.17, -0.61]	[1.92, 2.34, 1.35]	[-0.43, -0.29, -1.39]	[-0.22, 0.96, 0.59]	[0.77, 2.08, -0.02]
[-1.95, 0.55, -1.3]	[1.26, 2.22, 0.84]	[-2.5, -0.07, -1.31]	[-0.65, 1.27, 2.22]	[-2.44, -0.35, -2.26]	[1.16, 0.07, 2.25]	[0.19, 0.45, -1.34]
