[0.76, -1.09, -0.43]	[1.33, 1.29, 2.06]	[1.61, 0.28, -2.42]	[2.08, 0.62, -0.69]	[-2.31, -1.99, 1.73]	[0.87, 1.6, -0.79]	[-1.6, -0.51, 0.94]
[-1.9, 2.0, 0.14]	[-0.42, -0.19, -0.32]	[-0.24, -1.98, -0.55]	[-2.18, 0.18, -1.94]	[-1.72, 0.4, 0.34]	[-1.79, -0.05, 1.15]	[-1.73, 0.08, -2.35]
[-2.38, 0.55, 0.64]	[1.38, -0.44, 0.29]	[-0.64, 0.72, -2.45]	[1.82, 2.14, 1.62]	[0.72, 2.35, -1.59]	[-1.26, -1.04, -0.68]	[0.83, -1.93, -0.49]
[-2.32, -1.58, -0.84]	[-0.64, 1.09, 2.14]	[0.83, 0.82, -0.5]	[-0.51, 0.56, -1.01]	[-2.01, -0.22, -1.31]	[-2.1, 1.34, 1.92]	[-1.94, 0.58, -1.45]
[2.11, -2.41, 0.68]	[-0.73, 1.16, -2.34]	[-2.17, 1.82, 1.36]	[1.3, -0.68, -0.12]	[2.09, 1.46, 1.29]	[0.73, -0.07, -1.81]	[1.93, 0.64, -0.34]
[-0.89, -1.35, -1.04]	[-1.59, 1.11, -1.43]	[-2.28, 0.54, 2.04]	[1.01, -2.39, -0.08]	[-0.26, -1.26, 2.29]	[-0.96, -1.16, -1.82]	[-1.3, -1.89, 0.64]
[0.7, 0.75, -1.86]	[-0.93, -1.71, 1.94]	[1.22, -1.42, -0.71]	[-0.78, -1.12, 1.52]	[-1.11, -0.85, -0.97]	[1.13, -0.36, -1.47]	[0.35, 0.73, 0.73]
[-0.28, 0.81, -0.24]	[1.82, -1.19, 0.75]	[-1.79, -1.21, -2.45]	[2.46, 2.25, -1.4]	[1.14, -1.34, 0.56]	[2.4, -2.43, -0.41]	[1.09, -0.89, -0.87]
[0.25, -0.8, -1.08]	[-1.41, 1.56, 2.3]	[0.5, -1.6, 0.64]	[1.58, 0.5, -0.88]	[1.3, -1.57, -2.03]	[-1.42, 0.1, 2.07]	[1.68, -1.59, 1.74]
[0.14, -0.27, -2.45]	[2.24, 2.37, -0.43]	[-0.6, 1.34, 1.93]	[1.74, -1.8, -2.47]	[2.06, 0.04, -0.81]	[1.11, -2.01, -1.68]	[0.36, 1.36, 1.23]
