[0.14, 0.02, -2.02]	[0.04, 1.68, 1.67]	[1.19, -0.71, -1.81]	[-0.05, 0.89, 1.55]	[-0.5, -0.8, 2.09]	[-1.53, 2.05, -0.81]	[1.61, -1.77, -1.25]
[0.02, 0.15, 2.43]	[-1.7, 0.9, -1.21]	[2.41, 2.13, 2.13]	[-2.03, 1.32, 0.51]	[-0.12, 2.37, -1.92]	[1.03, -1.89, 2.29]	[1.91, 2.34, 0.93]
[1.63, -1.4, 0.23]	[-0.86, -1.89, -0.03]	[0.36, -2.47, -1.11]	[1.7, 1.48, -1.07]	[2.3, -1.29, -0.54]	[2.48, 0.72, 1.07]	[-1.85, 1.14, -2.16]
[-1.64, -1.82, 1.69]	[-2.3, 0.6, -0.83]	[1.59, -1.18, 1.5]	[-0.67, -1.97, 0.96]	[-1.43, 0.92, -1.54]	[0.39, 2.38, -1.05]	[0.94, -1.27, -0.2]
[-0.76, -0.54, 1.88]	[-0.04, -0.59, 1.04]	[-1.88, 1.06, -1.11]	[-2.06, 2.05, -0.29]	[1.28, 0.43, 2.09]	[-0.27, -1.6, 2.0]	[-1.66, -1.29, 0.06]
[0.3, 2.05, -1.45]	[-1.32, -1.12, -2.09]	[0.17, 0.31, 1.01]	[0.76, -1.69, -0.07]	[-2.33, 0.01, -1.38]	[-0.63, -2.18, 0.03]	[2.06, 0.84, 1.93]
[2.33, 1.62, 0.42]	[1.35, 2.1, -1.21]	[-1.26, -0.37, 0.64]	[-1.67, 0.87, -1.68]	[1.33, -0.07, 0.34]	[-2.25, 2.04, 1.76]	[1.52, -2.41, -0.94]
[1.5, -1.29, 0.97]	[0.02, 1.95, 2.45]	[1.0, 0.16, 1.89]	[-0.92, -2.46, 1.12]	[2.27, 1.5, -2.31]	[-0.15, -1.46, 0.98]	[2.38, -2.05, 0.59]
[-1.99, 0.24, -1.3]	[-0.33, -1.69, -1.83]	[-2.12, 0.39, 2.5]	[-2.23, -0.44, 0.1]	[-0.59, 0.14, 0.45]	[1.7, 0.13, -0.03]	[2.5, 2.01, -2.5]
[-1.05, 2.28, 0.77]	[-0.05, -0.18, -0.65]	[-0.96, 1.46, -1.5]	[-2.04, -2.27, -1.29]	[2.37, -1.86, -0.41]	[-1.66, -1.9, -1.13]	[-1.88, 1.35, 0.12]
