[2.27, -1.74, 1.76]	[0.81, 0.8, 0.3]	[1.55, 1.4, -0.35]	[1.97, 1.07, -2.44]	[-1.59, 1.68, 2.19]	[0.44, -2.48, -2.38]	[0.65, -2.3, 1.28]
[0.81, 1.25, 1.21]	[0.17, -2.32, 0.63]	[0.47, 0.1, -0.06]	[-2.23, -0.78, 1.75]	[0.59, 0.37, -0.85]	[1.52, 2.43, 1.63]	[-2.5, 0.61, 0.16]
[0.04, 1.51, -2.19]	[1.17, 0.59, -0.37]	[0.94, -0.34, -0.92]	[0.17, 0.06, -0.5]	[2.2, -1.62, 1.51]	[-2.12, 1.13, -0.03]	[-1.09, -2.31, -2.28]
[1.77, 0.04, -2.21]	[1.26, 1.61, -0.4]	[-2.39, 2.4, -1.02]	[-0.01, -1.13, -1.88]	[-2.14, -0.75, 2.29]	[-0.75, -1.74, -2.01]	[1.93, -0.81, -0.81]
[1.18, -0.69, 1.71]	[1.13, 0.14, 2.4]	[2.37, -1.58, -2.32]	[-0.08, -2.04, -0.84]	[-1.84, -2.04, 1.28]	[-1.69, -2.33, -1.94]	[2.36, 0.01, -0.95]
[-2.15, -1.33, 0.0]	[1.64, 0.71, -0.53]	[2.4, -0.38, 2.19]	[-0.38, 1.98, 0.49]	[2.29, -1.52, -0.64]	[-1.07, 1.79, -0.58]	[-0.61, -0.73, -0.15]
[1.46, -0.77, -2.41]	[1.37, 1.2, 1.03]	[1.46, 2.49, 1.75]	[-1.27, -1.67, 2.3]	[1.99, 1.74, -1.27]	[-0.51, 1.06, 0.98]	[-1.71, -2.46, -1.72]
[2.19, 0.2, 0.05]	[-0.28, 1.25, -0.22]	[1.49, -1.11, 2.2]	[-2.1, -1.26, -1.1]	[0.73, 1.82, -1.26]	[0.94, -0.23, 1.0]	[-1.02, 0.65, -2.25]
[-2.2, 0.36, 1.19]	[-1.64, 0.8, -0.46]	[-1.04, 1.69, 1.55]	[-1.05, -0.52, -1.44]	[-1.57, -2.4, -1.61]	[0.75, -0.66, 1.03]	[2.3, -0.15, 2.47]
[1.82, 2.31, -2.14]	[1.98, -0.28, 1.87]	[-2.41, -2.49, -1.64]	[2.48, 0.57, -0.5]	[1.73, -1.43, -0.82]	[-0.43, 1.31, -0.92]	[2.15, -0.59, 1.68]
