[-0.04, 1.06, 1.52]	[0.34, -0.72, 0.57]	[2.41, -1.3, -1.55]	[-0.69, 1.61, -0.18]	[-2.01, -1.47, 2.1]	[2.46, 1.46, 0.34]	[0.25, 1.23, -1.48]
[0.07, 0.86, -0.4]	[0.27, -1.01, -2.36]	[0.27, 0.97, 1.45]	[-1.73, 2.5, -2.08]	[2.22, 0.65, -0.61]	[-0.23, 1.16, -2.17]	[1.93, -1.88, -0.83]
[-2.37, -0.11, 0.22]	[-1.99, 1.33, -1.21]	[1.03, 0.82, -0.81]	[-1.46, 1.9, -2.12]	[1.15, 1.29, 0.34]	[1.07, -0.25, -1.6]	[0.96, 1.44, -0.12]
[0.55, -0.35, -1.56]	[0.62, 0.93, -1.83]	[-1.28, 2.06, 2.17]	[-2.48, -2.35, 1.01]	[2.06, -2.11, -0.52]	[-0.37, 1.98, 0.96]	[0.66, 0.98, -0.49]
[0.95, -2.28, 1.94]	[0.2, -1.55, -2.06]	[0.87, -0.55, -2.06]	[0.9, 0.01, -1.63]	[-0.35, -2.25, -0.64]	[-0.84, 2.4, -1.36]	[-1.43, 0.95, 0.56]
[0.63, -0.04, 0.75]	[-0.12, 1.68, -0.18]	[0.76, 1.58, 2.27]	[-1.33, -1.75, -0.53]	[0.14, -0.82, 1.07]	[1.69, -1.56, -2.17]	[-0.58, 1.11, -1.62]
[-0.36, 0.94, 2.27]	[-1.63, -0.56, 0.02]	[-0.46, -1.97, 1.03]	[-0.35, 2.1, -2.34]	[1.9, 1.24, 1.26]	[-1.21, 0.35, -1.35]	[-1.61, -1.21, 1.74]
[-1.72, 1.38, 1.68]	[-0.97, 0.53, 1.63]	[0.58, 1.34, 0.62]	[1.7, 1.6, -0.74]	[-1.88, 1.37, -2.29]	[-1.63, -2.08, -1.81]	[-2.04, 2.03, 1.13]
[2.35, -0.25, -2.4]	[0.93, -2.26, 2.48]	[-1.89, 1.99, -0.26]	[1.46, -1.79, -0.18]	[0.94, 1.38, -1.26]	[1.58, -1.45, 0.59]	[-0.27, 0.52, -1.4]
[2.35, -0.17, -1.01]	[0.95, -2.22, 0.89]	[1.22, 0.0, -0.21]	[1.11, 0.7, -2.12]	[-2.31, 1.22, -0.35]	[0.65, -0.98, -1.58]	[1.34, 0.35, 2.2]
