[-0.1, 0.35, -0.12]	[2.25, -0.15, 0.74]	[-1.86, 0.49, 1.87]	[-0.14, 1.33, 2.06]	[0.21, -1.98, 1.54]	[1.85, -2.01, 0.34]	[1.7, 0.81, 0.25]
[2.2, -0.74, -1.67]	[0.56, -0.77, 1.08]	[-1.11, 1.25, 1.64]	[1.67, 0.6, -1.84]	[-0.48, -0.81, -1.5]	[2.15, 2.13, 0.58]	[-2.35, 2.5, -2.42]
[1.86, 1.87, -1.46]	[-1.44, -1.12, 1.64]	[0.38, -0.53, -0.52]	[0.5, 1.04, 1.86]	[-2.29, 2.48, -1.52]	[-0.08, -0.48, 1.19]	[-1.92, -1.29, -2.34]
[-1.62, 1.16, 0.27]	[-0.9, 0.66, 1.01]	[-2.04, 0.93, 1.07]	[0.32, 1.84, -0.96]	[-0.72, -2.33, -0.66]	[-1.38, -0.64, -0.39]	[-0.3, 1.83, 2.01]
[-2.43, -0.49, 1.88]	[1.45, 0.59, -0.47]	[-0.75, 2.47, 0.78]	[-1.21, 2.12, 1.71]	[-1.76, -0.76, -0.99]	[2.16, -1.78, -1.98]	[2.31, 1.79, 2.01]
[0.0, 1.33, 1.3]	[1.19, -1.12, 1.12]	[0.22, 1.62, -0.75]	[-1.14, -0.13, -2.21]	[0.66, 2.31, -1.54]	[1.15, -1.1, -0.38]	[1.1, -0.56, 1.26]
[1.88, -0.29, 1.35]	[2.49, -2.46, -1.14]	[0.25, 2.24, 0.03]	[-0.6, 1.92, -2.4]	[-0.64, -0.87, 1.96]	[0.73, -1.16, -2.28]	[-1.27, -1.08, 0.92]
[0.63, -2.2, -0.38]	[0.48, -1.66, 0.12]	[0.97, 2.19, -0.33]	[-0.12, 0.67, -2.41]	[-1.64, -1.4, -1.48]	[-0.79, -1.71, -1.95]	[-0.8, -2.03, 2.26]
[2.25, 1.95, -1.87]	[-2.09, -0.31, -2.04]	[-1.5, 1.57, 1.09]	[-0.37, -1.9, -0.68]	[-1.61, 2.2, 0.4]	[2.16, 0.43, 1.26]	[-1.48, 1.2, 1.14]
[-0.04, 0.72, 0.93]	[1.73, 1.6, 1.3]	[0.78, 0.55, -0.24]	[-0.07, -1.76, -1.13]	[2.38, -0.5, 1.99]	[0.88, -1.19, -2.03]	[1.28, -2.39, 1.63]
