[-0.55, -1.3, 1.12]	[-2.34, 2.15, 0.64]	[-1.91, -2.49, 1.94]	[1.44, -1.34, -2.1]	[1.76, 2.42, -0.99]	[1.96, -0.86, 1.36]	[1.65, 2.14, 1.51]
[-1.32, -1.32, 2.21]	[-1.86, 0.31, -1.72]	[-1.06, -1.48, -0.07]	[1.06, -0.18, 0.09]	[1.35, 1.37, 1.02]	[-2.11, 2.29, 1.9]	[0.86, 1.61, -0.13]
[1.84, -0.7, -0.45]	[-1.71, -0.7, -0.98]	[0.34, 1.21, 2.28]	[-0.15, -2.3, 0.02]	[-0.2, -0.32, -0.25]	[1.35, 2.01, 0.66]	[-1.38, 2.41, -1.19]
[-2.01, 1.37, -2.41]	[2.5, -2.39, -1.21]	[1.48, 1.91, -0.86]	[1.05, -0.46, 2.33]	[-0.78, -0.5, 1.4]	[0.67, -2.13, 2.3]	[0.19, 0.93, -1.55]
[0.0, -2.47, -2.36]	[1.79, -1.65, 0.61]	[0.13, 0.83, -0.84]	[0.73, 0.97, -1.87]	[2.26, 1.07, -0.1]	[-1.08, -0.26, -1.78]	[-0.73, 0.31, -0.77]
[2.32, -0.44, -1.85]	[2.11, -0.4, 1.45]	[-0.6, -1.81, -1.11]	[-0.86, -1.4, 0.24]	[0.24, -2.09, 0.37]	[-0.79, 1.22, 2.47]	[-1.56, -1.33, 0.46]
[-1.35, -2.5, -1.78]	[-1.78, -2.35, 0.2]	[-0.32, 0.32, -1.64]	[-1.2, -1.03, 1.32]	[-1.91, -0.03, -0.54]	[-1.02, -1.53, 1.87]	[1.32, -0.69, 1.4]
[-0.47, -1.51, 1.77]	[-0.01, 2.15, -1.56]	[-2.39, 1.05, 0.88]	[-1.95, -1.94, 0.51]	[-1.84, -0.61, 2.3]	[-1.36, 0.15, -0.66]	[0.61, -1.51, 0.52]
[-0.75, 0.36, 2.38]	[1.58, 1.96, -0.79]	[-0.87, -0.05, 1.82]	[1.26, 0.78, 1.06]	[-0.03, 2.25, 0.2]	[-0.63, -0.59, 0.33]	[-0.54, 0.12, 2.36]
[-0.05, -1.6, -2.15]	[-1.7, -1.38, 1.45]	[2.48, 1.23, 2.36]	[-0.38, -0.48, -0.88]	[-0.38, 2.3, 0.22]	[2.16, -1.44, -2.03]	[0.99, -0.14, -2.12]
