[-0.21, 2.06, 1.54]	[-2.39, 1.54, -1.33]	[0.44, 0.66, 0.41]	[-0.02, -0.27, 1.67]	[0.42, 1.11, -0.63]	[0.8, 1.96, 0.37]	[1.34, -0.89, -0.22]
[-0.03, -0.95, -1.95]	[-0.97, -1.96, 0.54]	[2.46, -0.45, -0.41]	[0.84, 1.17, -0.57]	[-1.07, 1.99, 2.42]	[1.44, 0.36, 0.48]	[-1.32, 0.21, -0.89]
[1.28, 2.16, -1.45]	[-1.78, 0.62, 1.84]	[-0.02, -1.75, -2.26]	[2.42, 1.24, -1.47]	[0.89, -0.48, 0.85]	[1.31, -1.13, 1.08]	[-0.12, 1.86, -2.49]
[2.49, -2.07, -2.19]	[-0.39, -1.6, 1.72]	[0.37, 0.46, 2.16]	[-2.1, -0.9, 2.38]	[2.33, -1.75, 1.31]	[-0.92, -2.22, 0.65]	[-2.14, -0.54, -0.15]
[-1.96, 1.14, -1.63]	[-1.49, 0.6, 1.48]	[-2.4, -0.18, 1.48]	[-0.64, -2.24, 2.42]	[0.61, -0.16, 2.46]	[-1.02, -2.09, 1.26]	[-1.91, -0.67, -0.44]
[-1.4, 0.93, 2.01]	[-1.74, -0.1, -0.03]	[1.62, -0.49, 0.05]	[-0.15, 2.25, 2.14]	[2.48, 1.16, 0.24]	[0.46, 2.28, 1.61]	[2.46, -2.12, -0.07]
[-1.04, 0.17, 1.87]	[-0.16, 0.32, 1.42]	[-0.04, 1.1, -2.12]	[-2.11, 1.5, -1.66]	[0.49, -0.88, 1.61]	[1.21, 1.69, 1.38]	[-0.95, -0.78, 0.41]
[0.92, -1.81, 1.22]	[1.45, 2.38, -1.05]	[-0.55, 2.17, -2.21]	[2.38, -1.82, 2.27]	[-0.58, -2.49, 2.2]	[-1.51, -1.43, 0.35]	[-1.44, 1.67, -0.91]
[1.6, -2.47, -2.08]	[1.45, -0.53, 2.3]	[0.41, -1.0, -1.3]	[-0.79, 0.81, 0.45]	[-0.54, -0.4, -0.64]	[-2.44, 1.1, 0.68]	[2.25, 1.87, 1.83]
[-0.44, -1.39, 0.61]	[1.66, 0.96, 2.47]	[0.71, 2.32, 1.72]	[0.26, 0.7, 1.61]	[1.0, -1.99, -2.23]	[2.35, -1.35, 0.69]	[-1.58, 0.07, 1.67]
