[-0.98, 1.63, 2.12]	[-1.31, -1.6, -0.03]	[1.35, 1.36, 1.52]	[1.85, 0.77, 0.95]	[-1.7, 1.87, -0.61]	[-0.32, -2.15, 1.72]	[-1.14, 1.32, 1.92]
[-0.47, -1.45, 1.37]	[0.4, 1.28, 0.78]	[-0.56, -2.25, -0.04]	[0.69, 0.16, -1.23]	[-1.9, -0.91, -1.55]	[-1.34, 1.47, 0.79]	[1.55, 1.8, -1.52]
[-0.03, -0.94, 0.94]	[-0.86, 1.62, -1.96]	[-0.68, 0.2, 1.29]	[1.07, -1.31, 1.42]	[-1.94, 1.33, -1.87]	[-1.09, 1.98, 0.32]	[-2.04, 2.46, 1.58]
[1.92, 2.41, -0.67]	[0.78, -2.1, 2.33]	[-2.04, 2.49, 0.91]	[0.84, -1.75, 1.11]	[2.14, 1.4, -1.23]	[0.99, -0.05, 0.47]	[-1.2, 1.26, 1.73]
[1.66, -1.42, 0.29]	[-0.15, 0.59, 2.1]	[1.25, -1.08, 1.13]	[-1.34, -1.37, 1.03]	[-0.97, 0.36, 1.91]	[0.47, -2.37, 1.19]	[-1.8, -1.63, -0.6]
[-1.39, 0.38, -1.42]	[2.18, -2.23, 1.57]	[0.92, -0.56, -1.89]	[-0.81, -2.16, -1.63]	[-0.04, 0.08, -1.79]	[-0.42, -1.47, -0.58]	[2.19, 1.98, -1.42]
[-1.49, -0.86, 0.17]	[-1.35, -0.3, 1.93]	[-1.01, 2.32, -0.44]	[0.15, -2.06, 2.02]	[-1.27, -0.83, 1.37]	[0.37, 0.25, -1.31]	[-0.24, 2.17, -1.61]
[1.56, -0.89, -2.48]	[-1.82, -0.65, -2.23]	[1.33, 1.38, -0.49]	[-0.61, 1.16, -0.13]	[-1.7, -0.57, -1.8]	[-1.82, -1.02, -0.58]	[-1.87, 2.28, -2.11]
[0.86, 0.78, -1.77]	[-0.1, 0.09, -0.23]	[1.86, -1.49, -0.97]	[-0.05, -0.9, 2.01]	[-0.88, 2.41, -0.86]	[-2.49, -1.15, 1.45]	[-2.44, 2.02, 0.88]
[-1.98, -0.61, -1.23]	[1.2, 2.41, 2.49]	[-1.18, 0.54, 0.38]	[-1.95, -1.23, 0.39]	[-0.31, -1.48, -2.19]	[-2.48, 0.24, -1.42]	[-0.52, 1.6, -0.36]
