[-0.71, -1.84, -1.19]	[-2.12, 1.05, -0.58]	[0.67, 1.75, 1.34]	[1.53, 1.66, 1.24]	[0.41, -0.99, -1.85]	[-0.58, 0.19, 2.44]	[0.44, 1.96, -1.73]
[0.02, -2.24, -1.42]	[0.19, 1.04, 1.72]	[0.82, -0.09, 0.02]	[0.14, -2.16, -0.99]	[-1.3, 0.4, 0.26]	[2.48, 2.02, -0.48]	[-1.26, -1.52, -1.04]
[-1.69, 1.04, -2.09]	[0.61, -0.5, -1.96]	[0.39, 1.59, 0.92]	[-1.91, -1.84, 1.8]	[-2.11, 1.59, 1.6]	[2.12, -1.0, -1.97]	[-0.6, -1.81, 2.26]
[-0.68, 2.12, 1.29]	[-1.91, -2.05, 2.36]	[1.12, 0.93, 0.29]	[1.91, -0.03, -1.15]	[2.36, -0.65, 1.44]	[-0.97, 1.27, -0.06]	[-1.14, -0.7, 0.75]
[2.45, 1.29, -0.37]	[-1.18, 0.87, -1.81]	[0.36, -1.38, -0.4]	[-0.89, -1.7, 1.4]	[-0.85, 1.58, 1.49]	[2.09, 1.26, 1.41]	[-1.15, -0.83, -0.67]
[-0.69, 1.72, -0.92]	[-0.6, 2.22, -1.15]	[-2.47, 2.23, 1.21]	[-1.71, 2.16, -2.09]	[-1.54, 1.84, 0.17]	[0.55, -2.47, -0.79]	[0.85, -0.94, -0.64]
[-1.32, 1.65, -0.28]	[0.21, 0.27, 0.93]	[-2.39, 1.9, 1.75]	[1.18, -0.49, 0.02]	[-2.29, 1.66, 0.62]	[-0.95, 1.56, 2.21]	[1.13, -0.86, 1.39]
[1.53, -1.01, -2.09]	[0.19, -0.36, 0.6]	[-0.55, 2.45, -0.92]	[-2.06, 1.06, -0.07]	[-0.14, 0.94, 1.57]	[1.3, -0.92, -1.64]	[0.37, 1.46, -2.47]
[-1.94, -2.31, -1.57]	[-1.33, -2.43, -0.9]	[-0.99, 1.35, -1.08]	[-1.11, 2.06, -2.07]	[-2.1, 1.33, -1.28]	[0.26, 0.17, 1.82]	[0.92, -1.24, 1.3]
[1.64, -2.29, 1.15]	[0.34, -0.62, -1.51]	[-1.09, 1.07, 2.08]	[-1.96, 1.61, 1.86]	[0.35, 1.45, -1.22]	[0.66, -1.08, -0.68]	[0.65, 1.0, 0.57]
