[0.61, 1.59, 0.79]	[-0.76, -1.11, 2.07]	[2.37, 0.25, 1.88]	[0.15, 0.33, 0.6]	[1.39, -0.48, -1.38]	[-2.09, 0.62, 1.69]	[-1.68, 2.01, 2.28]	[0.03, 0.0, 0.19]	[-1.08, -2.22, 1.42]	[1.16, 2.18, 0.7]
[-1.04, -1.17, -1.87]	[-2.5, 2.4, 0.51]	[0.89, -0.79, -1.03]	[1.03, 0.97, 0.57]	[-1.32, 0.29, -1.0]	[0.46, 0.43, -0.74]	[0.8, 0.24, 1.6]	[-2.1, -1.35, 0.64]	[0.98, -1.12, -2.43]	[1.69, 1.72, 2.21]
[0.9, 2.16, 0.22]	[1.49, 2.47, 1.17]	[1.29, -0.4, -1.43]	[1.47, 0.08, -1.74]	[2.32, -0.73, 0.88]	[2.35, -2.09, 0.55]	[1.31, 1.54, -1.19]	[0.75, 0.19, -0.65]	[2.34, 1.94, 0.46]	[-0.23, 2.13, -0.18]
[1.43, 0.48, -1.7]	[2.41, 2.08, 0.91]	[-1.87, -1.68, 1.53]	[0.82, -1.0, 1.0]	[-0.84, 0.34, 2.37]	[1.79, 1.44, 0.21]	[2.04, 2.37, -0.69]	[0.87, -0.74, -1.23]	[-0.55, 1.33, 0.52]	[-2.06, 1.61, 1.78]
[-0.62, 0.3, -0.6]	[-2.2, 2.43, -0.51]	[2.38, 2.21, -0.08]	[0.7, 2.2, 2.45]	[1.01, 1.27, -1.57]	[-0.57, -1.35, -2.35]	[-1.48, -0.74, -0.26]	[1.75, -0.83, 0.92]	[0.96, -0.97, -1.29]	[-0.72, -0.18, 0.47]
[-1.81, 0.22, 1.98]	[1.94, -1.02, -1.39]	[-1.05, -0.24, 1.97]	[-0.82, 1.09, 1.49]	[-0.2, 0.05, 1.1]	[-0.04, 1.2, -1.92]	[0.67, 2.41, -1.7]	[0.83, -1.15, 2.17]	[0.86, 1.72, -1.16]	[-1.72, -0.85, 1.41]
[0.36, 0.52, 0.84]	[2.06, -1.68, -2.04]	[-0.36, -0.49, -0.8]	[2.38, 0.22, 1.6]	[-0.64, 1.23, 1.75]	[2.01, 1.02, 0.11]	[-1.53, 0.66, 0.41]	[-0.12, -0.64, -0.7]	[-1.27, 1.67, 0.55]	[1.74, 2.49, -1.05]
[1.45, -1.95, -1.15]	[-2.43, 2.46, 1.51]	[-1.66, -1.61, -1.94]	[0.39, -0.39, 2.02]	[-0.03, -0.87, -1.02]	[-0.98, -0.7, -2.18]	[1.85, 0.94, -0.77]	[1.18, -1.96, -1.91]	[0.26, 1.46, 1.39]	[-2.41, -0.13, 1.21]
[-0.34, 1.35, 1.53]	[-0.58, -2.05, 1.43]	[0.5, -2.36, 1.09]	[1.87, -2.35, -1.37]	[-0.18, 0.01, 0.35]	[-2.43, 1.83, -0.31]	[0.3, -1.01, 0.85]	[1.2, -1.47, -1.65]	[0.74, 0.95, 0.9]	[-2.32, -1.51, -0.5]
[0.73, 0.27, 0.8]	[-2.26, 0.06, 0.15]	[-0.1, 2.16, -0.3]	[-0.97, -1.11, 0.81]	[1.64, 0.6, 0.98]	[-0.65, 1.47, 1.92]	[2.39, -2.2, -0.36]	[0.93, -0.33, -1.79]	[0.11, -0.06, -0.2]	[1.92, -1.51, 1.76]
