[1.02, -0.6, 1.53]	[2.04, -0.52, 2.42]	[0.47, -2.16, -0.6]	[1.71, 2.37, -0.52]	[-1.47, 1.56, 0.47]	[-0.69, 1.51, -1.62]	[1.72, 2.23, -1.48]	[-2.3, 1.08, 1.58]	[0.25, -0.27, 1.85]	[0.55, 2.32, -0.89]
[-1.75, 0.73, 1.38]	[-1.78, 1.52, 0.8]	[0.18, -0.25, -0.56]	[2.46, 2.13, -1.7]	[0.94, 0.16, -1.77]	[0.06, 0.79, 1.6]	[2.15, 1.3, -2.3]	[-1.24, -1.58, -0.54]	[-0.92, 1.51, 1.63]	[1.51, 0.33, -1.4]
[-2.04, 1.0, -2.05]	[1.56, 1.61, -0.11]	[-0.68, 1.72, 0.18]	[1.44, 1.55, 2.19]	[-1.24, 2.3, 1.86]	[-2.12, 1.49, -0.87]	[-0.27, -0.71, -2.05]	[-1.47, -0.25, 1.81]	[1.65, -2.15, -0.04]	[1.83, 1.05, -1.44]
[0.93, 0.1, -0.9]	[0.17, -0.45, -0.11]	[1.13, 1.7, 1.94]	[-1.07, 2.41, -1.52]	[-0.94, 1.9, -1.55]	[2.45, -0.13, 1.74]	[-1.2, 2.0, 0.71]	[-0.88, 0.92, -0.08]	[-1.52, 0.66, 1.41]	[-2.42, 0.55, 0.1]
[-1.95, 1.96, 0.51]	[0.37, 1.74, 2.41]	[0.06, -0.24, -2.34]	[1.52, 0.97, -0.11]	[-1.2, -0.94, 2.5]	[0.99, 1.54, -1.03]	[-0.78, -2.05, 0.17]	[-1.78, 1.65, 2.15]	[0.42, -1.04, 1.27]	[1.99, -0.7, 0.33]
[-1.89, -1.18, 0.81]	[-0.12, -0.79, 2.37]	[-0.6, 2.5, -1.08]	[-0.55, 1.34, 1.24]	[-0.96, 1.33, -0.2]	[-1.1, -1.11, -0.85]	[1.88, -2.49, -1.44]	[-0.71, -0.55, 0.6]	[1.46, -1.5, 0.21]	[0.49, -1.14, -1.59]
[-0.59, 0.63, -1.31]	[0.8, 1.88, -1.96]	[0.04, -2.18, 0.14]	[-1.43, -2.01, -1.97]	[1.98, -2.08, 1.04]	[1.6, -1.34, -2.0]	[-0.18, 1.16, 0.21]	[-2.5, 0.49, -0.77]	[1.25, 2.35, -2.35]	[1.48, -0.05, -2.38]
[-0.92, 1.14, -1.46]	[1.37, -1.27, 1.88]	[-1.7, 2.37, -1.53]	[-1.34, -0.75, -1.86]	[-2.31, 1.23, 2.34]	[-0.2, 0.25, -0.89]	[-1.28, -0.18, 1.24]	[2.3, -1.25, 0.76]	[0.12, 1.91, 2.09]	[0.73, -0.36, -0.67]
[2.43, 2.42, 1.81]	[0.85, -1.59, -2.17]	[-1.37, 0.55, 0.28]	[2.29, 0.07, -1.33]	[-1.77, 0.22, 0.01]	[2.01, 0.1, -2.46]	[2.13, -0.25, 0.09]	[0.87, 0.59, -1.7]	[-2.45, -0.59, 2.43]	[2.0, -0.09, -0.74]
[-1.27, 2.2, -2.41]	[0.79, -1.48, 1.37]	[-0.61, 1.23, 1.96]	[-0.46, -0.24, -0.22]	[1.83, -1.84, -1.41]	[2.09, -0.79, 0.92]	[-2.11, 0.39, -2.41]	[0.55, -1.55, 0.53]	[2.3, -1.73, -0.92]	[-0.44, 0.38, 2.24]
