[0.43, -2.47, -1.61]	[-1.63, -2.26, 2.1]	[0.16, 0.0, -0.43]	[0.37, -1.15, -2.29]	[1.66, -2.11, 1.06]	[0.12, -1.79, -1.02]	[1.22, -1.58, -0.01]	[-1.28, -0.45, -1.21]	[2.4, 1.78, -2.34]	[1.06, -1.83, -1.34]
[-2.4, 1.72, -0.92]	[0.6, 0.24, 2.43]	[2.11, -2.05, -0.01]	[-0.41, -0.21, -1.36]	[-1.76, -0.93, -0.91]	[1.98, -1.2, 0.76]	[-1.77, 0.5, -2.27]	[-1.47, -2.5, 1.44]	[-2.21, 0.1, -1.52]	[-2.24, 1.65, -1.57]
[0.58, 2.39, 2.21]	[-0.1, 2.4, 0.66]	[-0.73, -0.43, 0.08]	[-1.26, -2.03, -0.62]	[-2.27, 2.44, -0.13]	[1.76, 1.31, -1.38]	[0.17, 0.72, 2.07]	[0.73, -1.05, 2.43]	[0.73, 0.15, -1.43]	[-2.2, 2.36, 1.8]
[-2.21, -2.47, -1.63]	[-2.29, -0.9, -0.32]	[1.56, 0.24, -2.44]	[-0.97, -1.75, 1.09]	[1.61, 2.26, 2.13]	[1.5, 0.95, 0.46]	[-0.38, -0.54, 0.31]	[1.28, -0.44, 2.13]	[1.21, -2.4, -1.87]	[2.3, -1.68, 0.07]
[1.15, 0.79, 0.12]	[-0.18, 0.66, 1.99]	[-0.64, 1.53, 1.77]	[2.13, -2.08, -2.19]	[2.18, 2.48, 0.18]	[-1.28, 1.26, 1.55]	[-1.18, -2.33, 0.41]	[1.01, -1.38, 2.39]	[2.22, -0.04, 1.35]	[0.94, 1.3, -2.16]
[1.43, -1.58, 0.68]	[-1.18, 1.72, -1.02]	[-1.09, -2.48, -1.39]	[0.64, 0.21, 1.52]	[-1.44, -0.71, 1.45]	[1.45, 2.2, 0.62]	[2.4, 0.0, 0.93]	[0.04, -1.96, 1.96]	[-1.87, 0.49, -0.77]	[2.25, -2.26, -1.38]
[-0.22, 2.46, 2.34]	[-0.8, 0.26, 0.9]	[-1.2, 0.26, -0.65]	[-1.42, -1.69, -2.35]	[-0.13, -2.12, -0.01]	[-2.03, -0.44, -2.39]	[0.46, -0.13, -1.19]	[1.05, -1.74, 0.69]	[1.96, 0.49, 2.33]	[2.38, 0.98, 0.45]
[0.33, -2.13, 0.3]	[2.46, 0.75, 1.42]	[-1.41, 0.08, -1.95]	[-0.57, -2.14, -1.94]	[-2.05, -1.69, -1.49]	[-0.98, 0.15, 2.27]	[-2.18, 0.81, -0.43]	[-2.37, -1.91, -0.33]	[-0.91, -1.18, 2.29]	[0.57, 2.27, 1.19]
[-2.1, 1.22, -1.0]	[-1.48, -0.63, 0.34]	[1.58, -1.82, 1.62]	[-0.27, 0.17, -1.64]	[1.04, -1.84, 0.48]	[1.28, 2.21, -2.14]	[1.22, 1.41, -0.86]	[1.93, 2.16, -1.73]	[0.86, 2.21, -1.38]	[-0.05, -1.03, -0.43]
[-1.82, -1.47, 1.31]	[0.53, 0.96, 2.42]	[-0.31, -0.22, 2.47]	[-1.92, 1.84, 0.62]	[-0.43, 1.45, 1.84]	[1.17, 0.03, -0.46]	[-2.38, -0.63, 2.35]	[-2.3, 1.23, 1.37]	[1.24, 1.76, -0.8]	[-1.46, 2.32, -1.36]
