[1.72, 2.18, 1.64]	[2.02, -1.33, 1.54]	[2.06, 1.85, 0.32]	[-0.13, 2.37, 2.19]	[-1.41, 1.17, -1.7]	[2.35, -1.03, -1.15]	[0.09, 2.06, -1.44]	[1.02, 0.93, 0.95]	[0.92, 1.97, 1.03]	[0.61, -1.59, 0.42]
[-2.15, 1.17, -1.78]	[-1.83, -0.86, -1.61]	[-1.72, 0.05, -1.59]	[-0.07, 0.21, 0.84]	[-2.37, -2.25, -0.88]	[-1.61, 0.73, 0.31]	[-2.19, -1.53, -1.41]	[0.52, -0.48, -1.04]	[1.7, 1.29, 1.9]	[-0.97, -0.22, -0.29]
[1.24, 1.3, -2.42]	[2.32, -0.74, -1.99]	[0.99, -0.88, -1.56]	[0.22, -1.54, -1.52]	[0.97, -2.29, 0.13]	[1.12, 1.6, 2.29]	[-1.19, 0.62, 0.14]	[0.63, 1.43, -0.26]	[0.76, -0.89, -2.31]	[-0.48, -0.27, -0.1]
[-0.9, 1.1, 2.13]	[1.95, 1.88, 0.1]	[1.03, -1.28, 2.35]	[2.2, 2.0, -0.07]	[1.66, -0.04, -0.14]	[-2.4, 0.68, -1.84]	[0.48, 2.41, -1.45]	[0.05, 0.9, 1.49]	[-2.09, 0.84, 0.92]	[-2.03, 1.96, 1.7]
[-2.15, -1.91, -0.87]	[-2.28, 0.54, 0.52]	[-0.04, -1.33, 2.32]	[1.51, 2.34, -2.28]	[0.67, 1.38, 1.69]	[-2.02, -0.65, 1.21]	[1.06, 0.91, 1.49]	[-2.48, 2.12, -0.25]	[1.25, -1.58, 1.16]	[-0.83, -1.31, -2.49]
[-0.06, 2.45, -1.29]	[-0.92, 0.11, -0.83]	[0.98, -1.75, 1.48]	[1.02, -0.36, 2.44]	[1.0, -0.55, -0.57]	[-0.47, -2.01, -1.1]	[1.01, 0.15, -1.19]	[1.8, 0.27, -0.08]	[1.57, 1.27, 1.8]	[1.45, 0.15, 1.48]
[-1.52, 1.92, -1.51]	[1.84, 1.76, -0.43]	[0.84, 0.01, 1.82]	[-0.45, 0.67, -0.78]	[-0.02, -0.14, -1.95]	[-1.95, -0.15, -0.62]	[2.42, 0.1, -0.62]	[-0.23, -2.44, 0.77]	[-1.66, -0.28, 0.66]	[1.07, 0.86, -2.43]
[-0.1, -0.01, -1.5]	[1.11, -1.01, 0.82]	[-1.2, 1.96, 1.27]	[-1.94, -0.33, 1.87]	[1.94, -0.78, -0.49]	[-0.46, -1.08, -2.42]	[0.48, 0.4, 1.44]	[-1.8, 0.64, 2.43]	[-1.0, 0.69, -1.55]	[-0.03, 1.1, 1.6]
[0.8, -1.26, -2.17]	[-1.4, 1.75, 0.27]	[-0.89, 0.63, 0.65]	[-2.45, 2.17, -0.67]	[2.37, 1.33, 1.65]	[1.02, 0.14, 1.57]	[-1.01, 1.28, 0.29]	[-0.87, 0.16, -2.21]	[-2.44, 1.17, -0.67]	[-0.32, -1.62, 2.35]
[1.68, 0.54, 1.48]	[1.79, 0.65, 2.26]	[-0.92, 1.97, 1.1]	[-1.75, -0.81, -0.51]	[0.91, 2.38, 1.57]	[1.5, 1.79, -0.3]	[-0.01, 0.09, -0.95]	[-1.58, 2.16, 1.65]	[2.33, 0.76, 2.49]	[0.88, 0.41, -0.16]
