[1.28, -0.79, -1.3]	[-1.03, 1.99, -2.03]	[1.34, 0.28, 0.38]	[2.38, 1.05, -1.84]	[1.65, 1.26, 2.35]	[0.21, 0.72, 0.7]	[1.37, 0.81, -0.56]	[-1.56, 1.64, 2.04]	[1.72, -2.41, -0.95]	[-0.39, 1.3, -1.32]
[0.2, 1.41, -2.03]	[-1.07, 0.41, 2.26]	[0.31, 0.8, 1.99]	[2.48, 2.12, -0.36]	[0.61, 0.66, -0.35]	[-0.42, 1.61, 1.78]	[0.07, -2.43, -0.23]	[1.84, -1.74, 0.9]	[-0.87, 0.49, -0.84]	[1.79, -0.56, 0.17]
[0.31, -0.91, 1.01]	[0.34, -0.31, 0.55]	[-1.2, -1.35, -1.76]	[0.6, 1.22, 1.36]	[-1.37, 0.17, 1.84]	[-1.38, 0.67, -1.05]	[0.39, 1.15, -1.51]	[1.33, -1.0, 1.87]	[-1.47, -0.82, 2.19]	[2.06, 1.09, 1.17]
[2.07, 1.2, 2.37]	[1.75, -0.16, 0.89]	[-0.57, -0.58, 1.89]	[-1.53, 0.24, -1.6]	[-2.36, 0.93, -2.42]	[-1.81, 0.77, 0.84]	[1.26, -0.27, 0.53]	[2.46, -1.61, -0.71]	[0.17, 2.44, 0.47]	[1.72, -0.33, -0.35]
[0.27, -1.19, -1.17]	[1.13, 0.06, -2.23]	[1.78, -0.94, 1.53]	[0.08, -2.37, -0.55]	[2.13, 2.46, 2.32]	[0.0, -1.43, 1.25]	[-0.52, -0.73, -0.95]	[1.94, -0.65, -0.44]	[0.14, 0.94, -1.7]	[0.75, -1.05, -0.54]
[-1.54, 0.9, -1.99]	[0.1, -0.93, -0.11]	[-1.42, 1.7, 1.29]	[1.3, 2.33, 1.04]	[0.05, -0.35, 2.18]	[1.92, 0.02, -0.62]	[1.34, -0.87, -1.18]	[-2.36, 2.32, -0.1]	[0.77, -2.45, -1.69]	[1.01, 1.61, -2.23]
[-1.34, -1.76, 2.01]	[1.74, -1.12, 0.78]	[1.64, 0.35, 2.4]	[1.58, 0.75, -0.12]	[0.91, 1.13, 1.59]	[-0.43, -2.41, 1.83]	[2.24, 2.06, 0.16]	[0.47, -0.33, -1.83]	[-0.25, 0.13, 1.58]	[-0.29, -0.93, -1.52]
[0.25, 1.65, -1.29]	[2.48, 0.97, -1.9]	[-0.49, 2.0, 1.45]	[0.47, 1.92, 1.54]	[1.09, 0.44, 1.17]	[0.21, 1.49, 1.85]	[0.91, 0.31, -1.56]	[1.36, -1.56, 1.1]	[-1.64, -1.04, -1.58]	[-1.3, 0.8, 0.38]
[-0.26, -2.01, 2.39]	[-0.21, 1.83, -1.86]	[0.18, -0.27, 0.51]	[2.18, 1.89, -0.01]	[1.47, 0.51, -0.99]	[-2.46, 1.18, 2.31]	[0.58, -1.95, 2.27]	[1.4, -2.06, -1.84]	[-0.86, -0.2, 0.41]	[-1.22, 1.28, 2.3]
[0.69, 0.73, 1.53]	[-0.02, -1.37, 1.67]	[-2.0, 0.46, -2.12]	[-0.01, -1.15, -1.07]	[2.44, 0.09, -1.23]	[-0.06, 0.25, 2.08]	[-0.61, 0.07, 1.98]	[-2.16, -1.33, -2.09]	[-2.39, -1.84, 0.33]	[1.41, -0.47, -1.89]
