[1.05, 2.15, -2.47]	[0.25, 0.73, -1.72]	[1.3, 0.13, -0.68]	[1.2, -2.45, -0.5]	[-0.08, 0.24, 1.03]	[-1.41, 1.42, -1.73]	[-1.61, 0.61, -2.42]	[0.42, -2.0, -0.68]	[-1.72, 0.35, -0.12]	[-1.96, -0.82, -1.49]
[2.07, 0.41, -0.99]	[0.75, -0.61, -0.18]	[-0.02, 1.35, -1.08]	[-1.22, 1.69, -1.35]	[-1.07, 1.47, -1.59]	[-1.73, 2.4, -1.51]	[-0.75, -2.25, -0.83]	[2.36, -0.07, 0.16]	[-1.22, -0.5, -0.84]	[0.02, -2.38, 0.2]
[2.12, 2.15, 0.74]	[0.09, -0.13, -0.47]	[-0.06, 0.43, -1.53]	[1.32, 2.42, -0.78]	[-0.74, -1.49, 1.74]	[-1.06, 1.32, 0.69]	[-2.04, 1.79, -1.0]	[1.02, -1.44, 1.83]	[0.79, 0.14, -1.41]	[-1.62, -0.69, 2.48]
[-1.45, -0.67, 1.29]	[-1.36, 0.33, 0.2]	[1.52, 0.8, 1.38]	[0.05, -1.79, -2.16]	[-0.44, -1.15, 0.38]	[0.49, 0.12, 0.83]	[1.41, -0.84, -0.34]	[0.64, -1.43, 1.35]	[1.13, 0.9, 2.4]	[0.58, -0.81, 1.57]
[2.34, -0.46, -1.34]	[-2.29, -2.36, -0.9]	[1.56, 1.95, -1.58]	[-2.09, 0.59, 0.37]	[0.04, 2.29, -1.77]	[-1.28, 1.66, -2.32]	[-0.01, -0.92, -2.44]	[2.07, -0.36, -2.17]	[0.1, 2.21, -1.48]	[1.87, -0.94, 0.52]
[2.31, -1.58, 1.14]	[2.15, 1.33, 2.08]	[0.96, 2.36, -0.24]	[2.16, 0.47, -1.94]	[-0.91, -2.36, -1.78]	[-0.6, -0.58, 1.04]	[0.79, 0.23, -1.32]	[0.47, -1.61, -0.83]	[-2.17, 1.96, 0.71]	[1.48, 1.57, 2.08]
[-0.69, 0.97, 1.31]	[-1.3, 1.19, -2.45]	[1.18, 1.92, -1.4]	[1.13, -0.05, -1.1]	[1.23, -0.66, -2.03]	[1.37, 2.27, 2.33]	[-0.45, -1.29, 1.9]	[-0.2, -1.22, -0.4]	[0.14, 1.6, -1.88]	[-1.19, -1.63, 0.17]
[0.86, 0.39, -1.8]	[0.77, 1.15, -1.61]	[-1.32, 2.42, -1.99]	[-2.22, -0.34, 0.79]	[-0.5, 1.56, -0.48]	[1.81, 0.12, -0.3]	[1.75, 0.74, -0.06]	[1.31, 1.5, -2.36]	[-0.95, 2.44, -2.1]	[0.21, 1.73, -1.88]
[0.97, 0.11, 0.06]	[-0.94, -1.31, 0.53]	[0.76, 1.14, 2.4]	[-1.99, -2.42, 2.3]	[2.34, -1.18, -2.03]	[-1.41, -0.14, 2.12]	[1.64, -1.69, -0.64]	[-0.26, -0.41, 0.45]	[1.44, -1.63, 0.82]	[-1.93, -0.22, -1.55]
[0.09, -1.78, 2.28]	[-2.22, -1.91, -0.17]	[2.34, 1.39, -2.04]	[1.89, -2.26, 0.03]	[-0.9, -1.72, 2.23]	[-1.68, 0.92, -2.29]	[2.19, -1.28, 1.14]	[-1.93, -1.39, 1.91]	[-2.27, -0.19, -1.59]	[1.82, -1.64, 0.31]
