[-1.85, 0.66, -1.11]	[-0.1, -0.4, 1.72]	[1.12, -1.62, 0.49]	[1.36, 0.28, -2.18]	[-1.33, -0.28, 2.24]	[0.6, 1.61, 1.73]	[-2.26, -0.87, 2.06]	[-1.61, -2.38, -0.6]	[1.38, -0.93, 0.48]	[-1.16, 1.11, 0.35]
[-1.66, -2.43, -1.16]	[-1.19, 1.81, -2.36]	[1.9, -0.96, 1.08]	[0.26, -1.01, 0.52]	[2.48, 2.03, 0.19]	[-0.93, -0.56, 1.05]	[-0.69, -1.48, 1.82]	[1.23, -2.34, 1.35]	[-1.36, -0.19, -0.13]	[0.49, 1.34, -2.05]
[-1.89, -0.93, -1.8]	[-1.08, 0.98, -1.73]	[-0.95, 1.12, -0.51]	[-2.03, 0.36, 2.12]	[-1.61, 2.48, 0.65]	[-2.45, -0.33, 0.12]	[-0.79, 2.15, -0.88]	[-0.35, -2.35, 1.68]	[-1.21, 0.3, 1.88]	[-0.93, 1.44, -0.01]
[1.93, -0.88, -2.46]	[2.32, 1.77, 1.72]	[2.37, -1.72, 0.94]	[1.21, -1.39, 0.62]	[1.47, -1.45, 0.08]	[0.5, -2.42, -1.07]	[0.68, 1.26, 1.38]	[-0.2, -0.53, -0.15]	[0.23, -1.59, 2.09]	[-0.51, 1.89, 1.41]
[-1.75, -1.07, 1.11]	[0.67, -2.31, -0.01]	[-1.04, 2.25, -1.48]	[-2.29, 0.2, -0.41]	[-1.04, -0.19, 2.48]	[1.46, -2.33, -1.85]	[2.12, -1.37, 1.59]	[-0.94, -0.73, -1.1]	[1.69, 0.41, -1.36]	[-1.13, -0.84, -1.82]
[-0.83, -0.06, 0.31]	[2.34, -1.39, -2.12]	[-0.23, 0.59, 2.43]	[0.99, -1.37, -1.47]	[0.38, 1.23, -2.37]	[2.17, 1.02, 0.85]	[1.33, 0.79, 1.37]	[0.27, 1.02, 1.67]	[-0.84, -0.2, 0.27]	[0.56, -1.48, 0.44]
[1.44, 0.47, -1.52]	[-0.29, -0.92, -0.51]	[1.04, -2.17, 1.16]	[-1.79, 0.06, 2.44]	[1.35, -1.83, 0.47]	[1.6, -0.47, -1.87]	[-0.35, -1.91, 1.54]	[0.76, -0.19, 1.82]	[-1.52, 2.28, 1.6]	[-0.27, -0.06, 2.4]
[-2.22, 1.37, 1.96]	[-2.09, 1.1, -1.43]	[-1.07, 1.08, 0.09]	[-1.75, 2.08, -1.25]	[1.51, 1.29, 1.05]	[0.39, -0.54, 0.69]	[2.37, 2.44, -1.07]	[0.18, -0.67, -1.14]	[-0.9, 1.99, -1.69]	[1.85, 1.55, 0.93]
[2.04, 1.04, 1.19]	[-2.45, -2.15, 0.15]	[2.44, -0.11, -0.35]	[-1.11, 1.99, 0.61]	[-0.69, 2.29, 1.4]	[1.31, -1.28, -1.73]	[0.98, 2.27, -1.95]	[0.87, -2.37, 2.2]	[-2.13, 0.13, -1.35]	[2.39, 0.05, 2.2]
[-0.99, 2.45, -0.08]	[-1.82, -1.84, 0.54]	[0.43, -2.42, 0.06]	[0.4, 1.12, 2.33]	[-0.81, 0.56, 0.12]	[-1.97, 2.35, -1.51]	[0.76, -0.39, -1.58]	[-2.06, 0.75, -2.33]	[-1.44, -1.07, 2.49]	[-0.72, 2.19, 0.34]
