[-0.75, 0.2, 1.47]	[-0.53, -0.79, 2.27]	[-0.45, -0.61, 2.2]	[-0.64, 0.11, -0.47]	[1.04, 1.07, 0.27]	[2.45, -1.48, -0.74]	[-0.6, -1.98, -0.92]	[-1.69, -0.77, -0.77]	[0.1, 1.5, -0.5]	[-0.13, 0.62, 0.95]
[-1.6, 1.49, 0.28]	[1.65, 0.42, -2.11]	[-0.29, 1.95, 0.44]	[-1.07, -0.87, 2.14]	[1.74, 0.9, -1.94]	[-1.42, -0.11, -0.12]	[-1.15, -2.43, 0.6]	[-0.92, -2.47, 1.57]	[2.48, -1.12, 0.2]	[1.17, 1.62, -2.39]
[1.01, -1.86, 1.9]	[-2.06, -2.39, -2.42]	[-1.49, -0.08, 0.17]	[0.05, -1.16, -0.88]	[2.42, -2.12, -0.75]	[0.87, -1.53, 1.42]	[-0.71, -0.72, 2.28]	[-0.59, -0.1, -0.74]	[2.43, 0.03, -0.62]	[-0.91, 1.16, 1.48]
[-0.61, 1.78, 0.28]	[0.42, 2.44, -1.71]	[2.41, -0.43, -1.96]	[-0.28, -1.72, 0.8]	[-0.68, -2.23, 1.75]	[-2.44, -0.29, -0.05]	[-1.63, 0.09, -2.09]	[1.21, 0.83, 0.16]	[-2.48, -1.7, -1.87]	[-2.38, 0.73, 1.89]
[-1.75, -1.92, -0.36]	[-1.88, -0.99, 2.15]	[0.01, 1.1, 0.38]	[-0.5, 1.7, -1.49]	[2.26, 1.11, 1.27]	[0.15, -0.66, -1.16]	[-1.84, 0.33, -2.2]	[-1.97, 0.48, -2.39]	[-1.03, 1.86, -1.12]	[-0.43, -2.18, 1.23]
[-2.37, 1.46, -1.66]	[0.07, -0.08, 2.42]	[-0.6, -1.1, -1.63]	[-2.08, -1.96, -1.17]	[1.05, -2.5, -1.56]	[1.15, -0.25, -0.06]	[-0.07, -0.91, -1.38]	[1.67, -2.45, 1.56]	[-0.29, -1.93, -0.04]	[-1.75, 1.91, -0.37]
[1.2, -2.45, -0.8]	[0.36, 1.2, 1.34]	[2.44, -2.48, 0.63]	[-1.0, 0.49, -0.05]	[1.34, 2.29, 0.09]	[0.41, -0.54, 0.17]	[-1.19, -0.56, -2.07]	[-1.19, 2.47, 1.13]	[1.92, 0.95, 0.92]	[-1.9, -2.11, -1.26]
[-1.03, -0.55, -0.68]	[-1.33, 1.8, 0.87]	[-1.2, 0.86, 1.57]	[-1.05, -2.48, -1.01]	[0.05, -0.83, 1.56]	[-2.0, 1.85, -2.12]	[-2.19, -0.22, 0.25]	[0.17, -2.29, -0.46]	[-0.21, -1.91, -1.94]	[-0.25, 2.1, 2.35]
[2.31, 1.56, 1.83]	[-0.74, 0.98, 0.51]	[0.63, 2.45, -0.97]	[2.41, -0.98, 1.69]	[0.03, 1.5, 0.49]	[0.23, -0.5, 1.22]	[1.35, 1.23, 2.02]	[-2.19, 2.18, 2.38]	[-2.1, -1.95, -0.13]	[2.25, -0.74, 0.86]
[-2.0, 1.69, -1.89]	[-0.98, 0.97, 0.35]	[-0.15, -0.14, 2.05]	[-1.97, 1.0, 2.21]	[-2.29, 1.17, -1.09]	[-0.01, -2.38, -0.82]	[-1.11, -2.47, -1.13]	[0.18, 0.39, 2.14]	[1.29, 0.25, 0.4]	[-0.58, 0.03, 1.57]
