K_max	Best Sigma	Accuracy
10	1.0533446438342668	0.9618441971383148
20	1.0533446438342668	0.9618441971383148
30	1.0533446438342668	0.9618441971383148
40	1.0533446438342668	0.9618441971383148
50	1.0533446438342668	0.9618441971383148
60	1.0533446438342668	0.9618441971383148
70	1.0533446438342668	0.9618441971383148
80	1.0533446438342668	0.9618441971383148
90	0.954479792637853	0.9634340222575517
100	0.954479792637853	0.9634340222575517
---------
10	1.0533446438342668	0.9857142857142858
20	1.0533446438342668	0.9857142857142858
30	1.0533446438342668	0.9857142857142858
40	1.0533446438342668	0.9857142857142858
50	1.0533446438342668	0.9857142857142858
60	1.0533446438342668	0.9857142857142858
70	1.0533446438342668	0.9857142857142858
80	1.0533446438342668	0.9857142857142858
90	0.954479792637853	0.9857142857142858
100	0.954479792637853	0.9857142857142858
