K_max	Best Sigma	Accuracy
10	0.7961902728632774	0.9666136724960255
20	0.9142078309275296	0.9697933227344993
30	0.9142078309275296	0.9697933227344993
40	0.9142078309275296	0.9697933227344993
50	0.9142078309275296	0.9697933227344993
60	0.9142078309275296	0.9697933227344993
70	0.9142078309275296	0.9697933227344993
80	0.9142078309275296	0.9697933227344993
90	0.9142078309275296	0.9697933227344993
100	0.9142078309275296	0.9697933227344993
---------
10	0.7961902728632774	0.9571428571428572
20	0.9142078309275296	0.9428571428571428
30	0.9142078309275296	0.9428571428571428
40	0.9142078309275296	0.9428571428571428
50	0.9142078309275296	0.9428571428571428
60	0.9142078309275296	0.9428571428571428
70	0.9142078309275296	0.9428571428571428
80	0.9142078309275296	0.9428571428571428
90	0.9142078309275296	0.9428571428571428
100	0.9142078309275296	0.9428571428571428
