K_max	Best Sigma	Accuracy
10	0.7225914184844713	0.9650238473767886
20	0.9907805851520851	0.9682034976152624
30	0.9907805851520851	0.9682034976152624
40	0.9907805851520851	0.9682034976152624
50	0.9907805851520851	0.9682034976152624
60	0.9907805851520851	0.9682034976152624
70	0.9907805851520851	0.9682034976152624
80	0.9907805851520851	0.9682034976152624
90	0.9907805851520851	0.9682034976152624
100	0.9907805851520851	0.9682034976152624
---------
10	0.7225914184844713	0.9428571428571428
20	0.9907805851520851	0.9285714285714286
30	0.9907805851520851	0.9285714285714286
40	0.9907805851520851	0.9285714285714286
50	0.9907805851520851	0.9285714285714286
60	0.9907805851520851	0.9285714285714286
70	0.9907805851520851	0.9285714285714286
80	0.9907805851520851	0.9285714285714286
90	0.9907805851520851	0.9285714285714286
100	0.9907805851520851	0.9285714285714286
