K_max	Best Sigma	Accuracy
10	1.0683527484863258	0.9618441971383148
20	1.0683527484863258	0.9618441971383148
30	0.8378200484626452	0.9634340222575517
40	0.8378200484626452	0.9634340222575517
50	0.8378200484626452	0.9634340222575517
60	0.8647443238905405	0.9650238473767886
70	0.8647443238905405	0.9650238473767886
80	0.8647443238905405	0.9650238473767886
90	0.8647443238905405	0.9650238473767886
100	0.8647443238905405	0.9650238473767886
---------
10	1.0683527484863258	0.9857142857142858
20	1.0683527484863258	0.9857142857142858
30	0.8378200484626452	0.9857142857142858
40	0.8378200484626452	0.9857142857142858
50	0.8378200484626452	0.9857142857142858
60	0.8647443238905405	0.9857142857142858
70	0.8647443238905405	0.9857142857142858
80	0.8647443238905405	0.9857142857142858
90	0.8647443238905405	0.9857142857142858
100	0.8647443238905405	0.9857142857142858
