[-1.92, -0.22, 0.48]	[1.47, -2.31, -0.65]	[-0.46, -2.43, -1.34]	[-2.34, 0.0, 2.19]	[2.19, 0.39, 1.4]	[1.66, -2.37, 0.49]	[2.44, 0.07, -0.43]	[-1.91, 2.3, 1.75]	[-1.4, 2.36, -1.38]	[-0.67, 0.26, -2.48]
[0.53, -2.25, -1.34]	[-0.04, -1.15, -1.25]	[1.83, -1.93, 0.65]	[-2.39, 0.17, -2.34]	[2.13, 0.4, -2.4]	[-1.2, -2.04, -0.31]	[-0.35, -2.44, 0.07]	[1.71, 0.17, 1.52]	[1.39, 2.24, 0.79]	[1.51, -0.96, -2.44]
[-2.39, -1.6, -1.49]	[2.39, -0.29, 0.19]	[-1.61, -2.31, -1.69]	[-1.96, 1.61, -1.24]	[-1.01, -0.81, -2.46]	[-0.9, 0.0, -2.29]	[-0.59, -1.06, -0.51]	[0.55, -1.94, -0.76]	[-0.07, 2.22, -2.19]	[0.75, 1.9, -2.16]
[2.44, -1.07, 0.37]	[0.64, 0.16, -1.15]	[-1.69, -1.74, -0.46]	[-1.01, 1.18, -1.31]	[1.93, -0.77, -1.21]	[1.7, 1.85, -0.46]	[0.69, 1.11, -1.01]	[-2.3, -1.25, 1.21]	[1.45, -2.12, -1.06]	[-2.06, 2.0, -0.86]
[-2.15, -1.83, 1.39]	[0.12, 0.39, 0.38]	[0.28, 0.73, -1.93]	[1.1, -0.92, -0.03]	[-1.57, 2.07, 2.35]	[-1.34, 0.7, -0.13]	[-1.59, -0.75, -2.05]	[2.48, 0.97, -0.83]	[1.42, -1.21, 0.58]	[0.63, 0.96, 2.22]
[2.06, 2.22, 1.22]	[-1.64, -0.65, 0.18]	[-1.36, -2.24, 1.3]	[-0.59, 0.76, 1.86]	[-0.72, -0.1, 2.26]	[-1.53, 1.6, 1.45]	[1.68, -1.95, -1.88]	[-1.96, 0.38, -0.93]	[-1.06, -1.68, 2.06]	[1.51, 1.93, -1.45]
[-1.39, 0.19, -0.73]	[0.07, 2.3, 1.76]	[-2.11, 1.38, -2.33]	[0.13, 1.25, 1.87]	[-0.8, -0.16, 1.97]	[-2.02, 1.44, -1.82]	[2.31, 1.74, -1.84]	[-0.98, -0.89, -2.09]	[0.04, -2.19, -0.42]	[-1.22, -0.35, 2.28]
[1.37, -0.79, -1.77]	[-2.31, -0.74, 0.07]	[0.83, -1.14, 0.8]	[0.93, 0.55, -0.97]	[-2.1, -0.45, -2.2]	[1.45, 1.32, -2.23]	[1.74, 2.48, -0.42]	[2.39, -2.07, -2.02]	[1.6, 0.35, 0.36]	[0.16, 1.51, -1.76]
[-1.93, -1.58, -1.89]	[-0.94, 0.46, 1.06]	[-1.52, -0.42, 2.24]	[-1.92, -1.96, -1.17]	[0.54, -1.69, 0.17]	[-0.02, -2.32, 0.89]	[-0.93, -1.51, 2.36]	[1.54, 0.46, -0.66]	[-0.05, -2.06, -1.39]	[2.2, -2.13, -0.03]
[-1.93, 1.54, -1.22]	[1.29, -0.33, -1.68]	[-1.4, 0.19, -0.21]	[1.93, -0.27, -1.69]	[-2.46, 2.03, -2.34]	[-1.05, -2.04, 1.92]	[1.05, -0.15, -1.14]	[-1.14, 1.71, -1.87]	[-1.54, 0.86, -2.07]	[1.6, 1.63, -2.13]
