[0.39, -0.76, 0.18]	[0.39, -2.18, 0.88]	[-1.4, -1.27, 1.38]	[0.01, -0.03, 1.52]	[-0.71, 2.4, -0.76]	[1.31, 1.36, 0.85]	[-0.11, -1.84, 2.4]	[-1.64, -0.27, 0.66]	[-0.62, 1.11, 2.05]	[-2.31, -0.06, -0.58]
[2.0, -0.51, 0.23]	[-1.58, -0.97, -0.08]	[0.93, 2.21, 1.1]	[0.31, -0.63, 0.95]	[0.48, 1.41, 0.43]	[0.49, -0.71, -2.13]	[1.77, 2.09, 0.86]	[0.69, 1.87, -0.1]	[0.94, -1.05, -0.52]	[-0.1, 0.75, 1.39]
[2.29, -1.08, 0.26]	[-1.97, 0.79, 2.47]	[-2.01, -0.8, 0.53]	[0.88, -2.32, -0.92]	[-0.88, 2.32, 0.19]	[2.44, 2.32, 0.82]	[2.49, 0.3, 0.36]	[-0.65, 1.75, 0.91]	[-0.04, 1.4, 1.56]	[1.74, -0.77, 0.42]
[0.83, -1.19, 0.03]	[-0.11, -2.45, -1.62]	[-1.08, 1.11, 0.23]	[-1.75, 0.86, 1.88]	[0.48, -1.08, 1.8]	[1.27, 1.84, 1.96]	[-2.27, -2.13, 0.41]	[-1.39, 1.05, 2.02]	[-0.39, -0.95, -1.78]	[-1.18, -1.39, 2.06]
[1.49, -0.83, -0.71]	[0.79, 0.75, -0.94]	[-1.89, -2.49, -1.13]	[1.18, -0.91, 0.28]	[-2.25, 2.44, -2.08]	[1.07, 0.46, -2.07]	[-1.85, -0.57, 0.66]	[-1.6, -1.21, -1.45]	[0.26, -0.97, 0.11]	[1.01, 1.27, -0.94]
[2.32, 0.36, 2.46]	[1.6, 0.01, 1.8]	[-1.72, 1.29, -1.11]	[-0.07, 2.03, 0.69]	[0.55, 1.76, -1.58]	[-1.33, -0.39, -2.08]	[-1.3, -0.96, -1.36]	[-1.45, -2.42, 0.07]	[0.37, -2.03, 0.99]	[-2.31, -0.39, -2.2]
[-1.19, 1.67, -0.41]	[1.98, -0.49, 0.86]	[0.19, 2.45, -1.33]	[0.23, 2.44, 1.47]	[1.31, 2.11, 1.58]	[1.1, 0.78, 2.25]	[1.59, 0.63, -0.45]	[-1.97, 2.07, -0.55]	[-2.03, -1.09, -0.6]	[-0.6, -0.73, -2.2]
[-2.24, 0.08, 0.66]	[-2.23, 1.74, -0.68]	[1.3, 0.78, 1.33]	[1.37, 2.5, -1.08]	[-1.16, -1.21, -1.19]	[-2.34, 1.32, 1.38]	[-1.69, -0.71, -1.75]	[-0.71, 0.85, -0.63]	[1.28, -0.49, -1.21]	[-1.71, 0.03, -1.73]
[1.64, -0.03, -0.17]	[2.19, -1.45, -1.36]	[-0.37, -1.13, -2.43]	[-2.5, -1.58, 2.15]	[-0.27, -0.19, -1.72]	[-0.61, -2.37, -1.69]	[-1.25, 0.28, 0.47]	[1.55, -1.34, -1.01]	[-0.76, -1.04, -0.33]	[-1.71, 1.83, 1.62]
[1.62, 1.52, 0.05]	[2.21, 0.32, -1.29]	[-0.21, -0.45, 2.46]	[0.05, -0.51, 0.49]	[-0.95, -2.38, 0.43]	[-1.08, 1.96, -2.37]	[-1.37, -0.06, 2.5]	[0.99, -2.46, -2.0]	[0.51, 1.65, -0.55]	[0.91, -0.43, -1.05]
