[0.42, -0.1, -1.18]	[-2.06, 0.47, 0.73]	[-0.09, -1.7, -1.64]	[0.7, -0.23, 0.69]	[2.24, -1.67, 0.06]	[0.91, -2.49, 1.31]	[0.79, 1.71, -0.91]	[-0.05, 0.17, 1.43]	[1.53, -0.13, -0.69]	[-1.39, -1.49, 0.43]
[-1.0, 1.75, -2.31]	[0.89, -1.21, 1.99]	[2.3, -1.33, 1.82]	[-1.32, 1.69, 1.14]	[2.14, -1.5, 0.71]	[-0.75, -2.14, 0.29]	[-0.58, -1.15, -1.94]	[-0.6, -1.14, -0.11]	[2.03, 0.47, -2.1]	[-1.39, -0.68, -1.3]
[-0.39, 0.36, -0.47]	[0.48, -1.53, 1.27]	[-1.47, 0.2, -0.37]	[-2.4, -1.82, 0.45]	[-2.23, 1.32, 2.46]	[2.28, 0.2, 0.11]	[0.46, 1.58, -2.0]	[-0.32, -0.89, -2.32]	[-1.63, 2.05, -2.05]	[-1.76, 2.27, -1.6]
[-2.07, -2.13, -0.7]	[-1.23, -1.64, 2.31]	[-1.8, 0.75, -2.41]	[0.49, 0.73, -1.05]	[1.1, -0.35, -1.29]	[0.84, 0.27, 0.32]	[-1.4, -2.43, 1.84]	[1.09, 2.49, 0.05]	[-1.8, 0.0, 1.37]	[1.82, -1.13, 2.19]
[-0.55, -1.9, -1.97]	[0.81, 2.42, -1.51]	[-2.08, -0.46, 0.44]	[-2.5, 0.11, -0.07]	[-0.57, 0.4, 1.51]	[0.82, 0.18, -1.35]	[0.88, 0.91, -2.31]	[2.4, 2.08, -1.95]	[2.41, -0.94, -0.85]	[-1.53, 0.5, -0.61]
[0.3, -0.53, 0.88]	[0.28, 0.19, -0.4]	[-1.03, -0.64, 0.73]	[-1.72, -1.11, 1.26]	[-1.08, 0.41, -2.17]	[1.96, -0.46, 1.67]	[-1.07, 0.31, -0.51]	[-1.36, -1.13, -0.62]	[2.35, -2.2, 0.63]	[1.6, 1.36, -1.62]
[-0.18, -1.97, -0.58]	[-0.26, -1.27, 1.94]	[2.0, 0.49, 2.01]	[-1.76, -0.02, -0.4]	[-1.46, 1.86, -0.99]	[-0.46, -2.24, 1.13]	[-2.32, -0.39, -0.19]	[-2.48, 0.53, 0.59]	[-0.53, 1.24, -0.39]	[1.32, -2.11, 0.12]
[-2.04, -1.3, -2.46]	[-0.73, -0.31, 2.18]	[0.23, 0.53, 1.95]	[-1.46, 2.21, 0.14]	[1.54, 0.68, 0.59]	[-0.42, 0.03, -0.33]	[-2.23, 0.37, -1.64]	[-1.59, -0.05, 1.48]	[-2.15, 2.04, 2.28]	[0.01, -1.13, 2.02]
[0.41, 1.89, 1.71]	[0.43, 1.56, 0.05]	[0.56, 0.24, 0.63]	[-1.55, 0.8, 1.42]	[-0.6, 2.46, -0.44]	[1.84, -0.67, -0.6]	[-2.02, -0.05, -0.21]	[0.27, -1.92, -1.94]	[2.1, -0.14, -0.38]	[1.18, 2.35, 2.17]
[2.06, -1.45, -0.75]	[0.19, -1.29, -1.73]	[-0.5, -1.92, -1.72]	[-2.09, 1.5, 1.03]	[-0.24, -0.58, 0.76]	[0.47, 1.48, -2.33]	[-0.98, -0.72, -2.38]	[1.15, 2.16, 1.03]	[-1.0, -1.19, -1.65]	[2.41, 2.13, -0.81]
