[-0.03, 0.32, -2.41]	[1.63, 0.46, -0.55]	[-0.62, -1.5, 2.16]	[0.04, 1.07, 1.48]	[1.32, 0.7, -0.75]	[0.08, 0.8, -0.66]	[0.53, 0.21, 0.56]	[0.71, -2.13, 2.3]	[0.38, -1.52, 0.51]	[0.82, 1.12, -1.41]
[-1.76, -0.34, 0.62]	[-1.86, -0.01, 0.74]	[-1.97, -0.71, -0.95]	[1.46, -2.25, 0.72]	[-1.62, 1.87, -1.16]	[-1.35, -0.26, -0.05]	[-1.81, -1.33, 0.29]	[-2.01, 0.76, -0.93]	[-0.88, -2.1, 0.11]	[-1.84, -2.08, 1.96]
[-1.01, -0.17, 2.22]	[-2.05, 0.16, -0.03]	[-1.97, -0.31, -1.98]	[1.14, 1.85, -0.99]	[-2.34, -2.25, -2.15]	[-1.39, -2.16, 0.76]	[-1.08, 1.6, -0.57]	[-1.24, -2.42, 2.31]	[0.18, -0.92, -2.43]	[1.27, -0.8, -2.28]
[1.14, 0.14, -0.85]	[-1.93, -1.24, 0.04]	[1.87, -1.98, -2.47]	[-1.63, 2.19, 1.4]	[0.38, -2.0, 1.59]	[1.36, -0.6, -2.23]	[-0.49, 2.38, 0.96]	[2.25, 1.13, 2.24]	[-0.68, -1.41, -0.16]	[0.13, 1.75, 2.46]
[1.95, 2.48, 1.93]	[0.67, -0.5, 2.39]	[-0.47, -0.77, -0.64]	[2.08, 0.01, -2.26]	[1.48, 0.01, 1.97]	[-0.89, -1.81, -0.95]	[0.53, 0.67, -1.15]	[-0.37, 1.41, 0.85]	[0.4, 2.17, -0.4]	[-0.54, -1.12, 0.28]
[0.11, -2.04, -1.3]	[1.63, 1.76, 1.97]	[-1.92, 1.56, -1.2]	[-0.25, 0.98, -0.4]	[0.63, -0.78, -2.27]	[-0.85, -0.31, 0.8]	[2.22, -1.21, -2.07]	[-1.49, 1.03, 1.48]	[-0.4, 0.39, 1.37]	[-0.61, -2.43, 0.9]
[0.24, -2.45, -0.05]	[0.41, -2.08, 0.06]	[1.33, 2.33, 0.63]	[1.61, 0.75, 0.03]	[0.11, -0.23, 2.37]	[-0.8, 1.28, -0.86]	[1.59, 0.48, 1.51]	[0.11, -2.08, 0.0]	[0.68, -1.84, -1.63]	[-2.01, 1.83, 0.97]
[1.8, 0.27, -2.37]	[0.89, 1.89, -2.02]	[0.01, 0.5, -0.24]	[-0.83, -0.31, -0.24]	[1.05, -1.6, -0.16]	[-1.41, -0.4, 1.19]	[-2.09, 0.41, 0.45]	[-0.44, 0.08, -1.29]	[-2.27, 0.83, -0.76]	[1.9, -0.57, 0.09]
[2.45, 0.18, 0.51]	[0.74, -0.97, -2.37]	[2.05, 0.43, 2.44]	[-0.92, -0.01, 0.04]	[-0.79, 1.91, -1.01]	[1.88, 0.85, 2.07]	[0.61, -1.11, 0.54]	[1.35, 0.7, 2.03]	[-1.65, 1.78, 1.21]	[2.14, -1.6, -1.67]
[2.28, 0.0, -1.31]	[0.48, -1.55, -2.31]	[-2.18, 1.53, -2.2]	[2.22, 1.36, 0.62]	[-0.66, 2.06, 1.32]	[-1.34, 0.76, 1.85]	[0.53, -0.56, -1.71]	[1.58, 0.68, -1.65]	[-2.24, -0.86, 0.45]	[-1.94, 2.29, -1.62]
