[-0.65, 1.09, -1.45]	[0.94, 2.41, 2.23]	[-0.95, -0.87, 0.12]	[0.29, 0.67, 0.12]	[2.1, -2.48, -0.5]	[-1.79, 0.08, 0.19]	[-2.11, 1.29, 2.13]	[0.82, 0.47, 1.76]	[-1.56, 2.23, 1.22]	[-1.55, -1.61, 1.84]
[1.26, -0.64, 0.23]	[-1.56, -0.77, 2.15]	[-0.7, -0.04, -0.63]	[1.84, 0.18, 0.82]	[-1.52, 2.11, 0.2]	[-2.43, -2.46, 1.26]	[-1.8, -2.26, 1.5]	[-1.31, 2.05, -2.11]	[1.81, 0.91, 0.19]	[2.19, 1.22, 0.86]
[-1.04, 0.55, 0.22]	[-0.94, -2.16, -1.4]	[0.68, -0.02, -2.09]	[2.09, 0.34, -0.37]	[2.04, 2.3, -2.0]	[-1.84, -0.19, -1.26]	[1.8, 2.36, -2.4]	[0.95, 0.95, 0.84]	[1.98, 1.04, 2.21]	[1.12, -1.33, 0.46]
[-0.58, 0.19, -0.18]	[-1.02, 1.64, -0.67]	[-1.23, 1.06, 1.49]	[1.96, 2.21, -0.9]	[1.43, 2.37, -0.32]	[1.71, 0.54, 0.93]	[1.64, 0.01, 1.2]	[1.6, 1.85, -1.01]	[-1.47, 1.9, 1.13]	[-1.1, -0.95, 0.31]
[-2.12, -2.31, 0.78]	[1.39, 1.22, -1.13]	[0.86, -1.97, -0.15]	[0.22, -0.3, 2.27]	[1.03, -2.22, -0.83]	[-0.42, 2.31, -2.21]	[2.26, 0.83, -1.05]	[1.24, 0.39, -1.94]	[1.68, -0.2, 1.34]	[0.72, -0.36, -2.38]
[-0.62, 0.68, 1.83]	[1.75, 1.28, 1.97]	[1.07, -0.81, 1.89]	[-2.43, 1.38, 1.67]	[-1.31, 1.76, 0.38]	[2.37, 0.04, 0.53]	[0.2, -0.45, -0.61]	[-0.87, -1.51, 2.28]	[2.06, 0.82, -1.85]	[-0.21, 1.58, -2.09]
[-0.1, -0.78, 0.15]	[0.93, -0.49, 1.65]	[1.55, 2.27, 1.57]	[1.19, -0.11, -2.25]	[-2.46, -1.92, 1.11]	[-2.19, 2.15, -1.11]	[-2.26, -1.55, -0.12]	[0.94, 1.96, 0.71]	[0.34, 0.53, -1.8]	[0.21, -2.34, 1.3]
[-0.03, 2.08, 0.97]	[-1.31, -1.75, 1.98]	[1.37, -0.77, 2.45]	[1.48, 1.63, -0.87]	[1.65, -0.99, 2.49]	[1.23, 0.12, -0.53]	[0.52, 1.26, -1.35]	[-0.9, 0.15, -0.93]	[-0.25, 2.03, -2.01]	[0.13, 2.41, 0.36]
[-1.95, -1.96, -2.42]	[0.6, -0.12, 0.44]	[-1.67, -1.14, 0.09]	[-0.52, 0.77, -0.47]	[-2.1, -1.65, 1.38]	[1.82, 2.16, -2.04]	[-0.98, 1.92, 0.37]	[-0.16, 1.12, 0.7]	[-1.03, -1.56, 0.33]	[-2.06, -1.39, -1.79]
[-0.97, 1.85, -0.9]	[0.53, -0.32, 0.42]	[0.61, 1.71, 0.91]	[1.18, 1.12, -0.32]	[2.28, 0.45, -1.3]	[0.45, 1.88, -1.65]	[2.36, -1.1, 0.21]	[-0.88, -0.11, -2.29]	[0.81, -2.03, 1.96]	[-1.21, -0.06, -1.99]
