[0.21, 0.3, -1.85]	[-0.51, 1.43, -1.99]	[-1.58, 0.66, -1.78]	[1.21, -0.16, -1.23]	[0.09, 1.69, -1.79]	[1.32, 2.09, -1.32]	[-1.96, -0.86, 0.88]	[1.48, 2.02, 1.64]	[1.81, -0.34, 1.66]	[-0.81, -0.92, 1.91]
[1.77, -2.48, -1.31]	[-0.83, 2.37, 1.13]	[-1.18, 2.38, -0.93]	[0.12, -0.45, -0.54]	[-1.45, 0.57, -1.7]	[0.08, -1.9, 2.34]	[0.19, -0.22, -0.47]	[-1.37, -2.5, 0.13]	[-1.2, 1.35, 2.28]	[-1.6, -2.05, 1.85]
[1.27, 0.34, -2.2]	[0.52, -0.78, -1.56]	[0.79, 1.66, -0.17]	[2.5, -0.02, 0.49]	[0.98, 2.31, -0.89]	[-0.95, -1.63, -1.38]	[-1.39, 0.45, -0.56]	[-1.2, 0.64, -1.97]	[1.13, -2.13, -1.18]	[0.56, 2.01, -2.13]
[-0.29, -1.15, 0.42]	[-1.93, -0.47, 0.36]	[-2.1, 2.47, -1.32]	[1.45, 0.13, -0.21]	[-0.41, 1.84, -0.59]	[-1.58, 1.6, 2.45]	[2.45, -2.33, 1.9]	[2.49, 0.64, -2.28]	[-0.97, -1.55, -2.0]	[-1.27, 1.34, -1.18]
[-0.47, -0.32, 0.55]	[-1.5, 2.32, -1.19]	[-0.86, -1.02, 1.4]	[-1.47, 0.61, 2.38]	[-1.67, -1.83, 0.78]	[0.58, -0.66, -1.35]	[-2.35, 0.75, 0.01]	[-1.17, 1.1, 2.17]	[0.3, -1.23, -2.43]	[1.29, 1.7, -1.39]
[-2.09, 2.31, 0.66]	[-2.45, 1.62, -0.06]	[1.48, 2.19, 0.83]	[-1.86, 1.83, -0.63]	[1.19, 0.62, 0.12]	[1.88, -0.72, 0.81]	[-1.12, -1.52, 1.9]	[-0.69, -0.31, -0.22]	[2.48, -2.2, 0.64]	[-1.32, -1.0, -0.23]
[-1.77, 0.99, -0.32]	[-0.97, -0.47, 1.4]	[1.06, 0.71, 2.35]	[-0.37, -2.39, 1.0]	[-1.45, -1.02, -2.12]	[0.38, -1.23, 1.29]	[0.25, -1.55, -0.73]	[1.59, -2.14, -1.51]	[1.71, -1.41, -1.14]	[2.23, -0.87, -1.41]
[1.63, -2.42, -0.74]	[-0.41, -0.94, 0.68]	[0.1, 2.2, -2.01]	[1.63, -2.5, 1.09]	[-1.75, 2.35, 1.94]	[1.84, -2.03, -2.2]	[-1.23, -0.93, 0.36]	[-1.5, -0.96, 2.29]	[-1.06, -2.09, -0.85]	[-0.47, 0.69, 1.87]
[0.78, -1.97, 1.87]	[1.88, 0.47, 1.21]	[2.48, 2.22, -1.19]	[-0.4, -0.52, -0.55]	[-1.44, 0.15, 0.67]	[2.36, 1.21, 1.85]	[2.43, 0.0, 1.93]	[1.43, -1.92, -0.94]	[0.14, -1.9, -0.57]	[1.67, -0.65, 2.19]
[-1.15, -0.54, -1.06]	[1.07, 2.28, -0.25]	[2.18, -0.49, -0.92]	[-1.88, 1.91, -2.18]	[-0.07, 0.82, 1.15]	[2.32, -2.04, 0.27]	[-1.8, -2.43, 2.0]	[2.05, 1.8, -1.9]	[2.32, -2.49, -2.33]	[0.23, 1.37, 0.28]
