[1.96, -1.74, -1.08]	[0.43, 1.57, 1.24]	[1.13, 2.2, -0.21]	[-0.64, -0.74, -0.32]	[-0.03, 0.35, -0.59]	[-2.13, -0.42, -0.21]	[-0.86, 0.14, -1.68]	[0.55, 1.6, 2.24]	[0.24, -1.62, 1.15]	[-2.15, -2.08, 0.24]
[1.34, 0.52, 1.59]	[1.48, 1.58, 0.02]	[2.33, -1.67, 2.21]	[-2.03, -0.61, 2.15]	[-1.02, -1.82, 2.0]	[0.23, -0.52, 1.5]	[-0.73, 1.21, 1.46]	[0.08, 0.73, -0.73]	[0.98, 0.29, 2.37]	[-0.36, -1.08, -2.42]
[-1.6, 2.2, -0.75]	[-1.89, 2.41, 0.11]	[1.46, 1.01, -0.82]	[1.56, -2.41, -1.74]	[2.23, 0.85, -1.74]	[0.85, -1.14, 1.24]	[0.26, -1.89, -1.58]	[-1.35, 2.2, 1.14]	[-1.55, -2.23, -1.63]	[1.65, 1.97, 1.33]
[1.98, -0.17, -1.59]	[0.09, -1.64, 0.24]	[-2.07, -0.8, -2.05]	[0.12, -0.92, 1.04]	[-0.21, 0.09, 0.37]	[-0.3, -1.04, 0.64]	[-1.88, -0.97, 0.55]	[2.06, 2.32, 0.29]	[1.98, -0.04, -0.59]	[2.23, 1.82, 1.09]
[-1.57, -0.55, -1.45]	[-2.19, 1.89, 0.84]	[-1.27, -2.2, 1.6]	[-0.51, 1.8, -0.45]	[-0.3, 1.15, 1.6]	[-0.12, 0.52, 0.31]	[-0.27, 0.87, 0.9]	[1.47, 1.81, 2.15]	[-1.29, 0.02, -2.08]	[-2.46, -2.49, -0.55]
[-0.58, -1.07, -2.46]	[0.14, 0.63, 0.75]	[2.31, -0.08, 2.1]	[0.82, -0.58, 1.78]	[1.28, 0.88, -2.16]	[-0.66, -1.22, -1.54]	[0.58, 2.11, -1.4]	[-2.07, -2.13, -0.33]	[1.81, 0.1, -0.87]	[-1.84, 2.4, 2.23]
[-0.89, 0.05, 2.45]	[1.24, -1.1, 0.74]	[-0.01, 0.12, 1.93]	[1.7, 0.48, 1.08]	[-2.36, -1.06, 0.98]	[2.2, -1.36, 1.64]	[-1.47, -0.91, -0.63]	[1.26, -0.05, 0.87]	[-1.36, -1.25, 0.27]	[0.62, -2.26, -1.61]
[1.42, -0.66, -0.21]	[-1.1, 2.11, 2.11]	[-0.42, 1.05, -1.15]	[-0.69, 0.23, -1.11]	[1.31, -1.45, 0.6]	[1.18, 1.7, 2.25]	[-1.62, -2.19, 0.5]	[-1.66, -1.56, -0.53]	[2.11, 0.47, -1.61]	[2.0, 1.84, 1.05]
[-0.06, -2.18, 2.34]	[2.29, 0.54, 1.66]	[-1.45, 0.05, 1.99]	[-2.19, 0.63, 1.78]	[-1.92, -2.17, -0.35]	[-1.44, -2.36, 2.0]	[0.9, 0.27, -2.01]	[1.17, 1.14, -1.14]	[-2.38, 2.1, 1.44]	[2.42, -0.78, 1.92]
[1.11, -2.14, -2.0]	[0.9, -1.45, -2.49]	[-2.16, -1.76, 1.78]	[-1.34, 1.14, -2.33]	[2.14, -2.19, 0.74]	[-1.84, -0.04, 0.71]	[-0.84, 0.61, 1.54]	[1.74, -1.08, -2.06]	[-1.28, 0.65, -1.66]	[2.24, 1.13, 1.71]
