K_max	Best Sigma	Accuracy
10	0.6636115071721245	0.9698412698412698
20	0.6636115071721245	0.9698412698412698
30	0.8356765776455799	0.973015873015873
40	0.7848778874607322	0.9746031746031746
50	0.7848778874607322	0.9746031746031746
60	0.7848778874607322	0.9746031746031746
70	0.7848778874607322	0.9746031746031746
80	0.7848778874607322	0.9746031746031746
90	0.7848778874607322	0.9746031746031746
100	0.7848778874607322	0.9746031746031746
---------
10	0.6636115071721245	0.927536231884058
20	0.6636115071721245	0.927536231884058
30	0.8356765776455799	0.9130434782608695
40	0.7848778874607322	0.9130434782608695
50	0.7848778874607322	0.9130434782608695
60	0.7848778874607322	0.9130434782608695
70	0.7848778874607322	0.9130434782608695
80	0.7848778874607322	0.9130434782608695
90	0.7848778874607322	0.9130434782608695
100	0.7848778874607322	0.9130434782608695
