K_max	Best Sigma	Accuracy
10	0.971771618444904	0.9698412698412698
20	0.8526758103596046	0.9714285714285714
30	0.8526758103596046	0.9714285714285714
40	0.8526758103596046	0.9714285714285714
50	0.8526758103596046	0.9714285714285714
60	0.8526758103596046	0.9714285714285714
70	0.8041715087942952	0.9746031746031746
80	0.8041715087942952	0.9746031746031746
90	0.8041715087942952	0.9746031746031746
100	0.8041715087942952	0.9746031746031746
---------
10	0.971771618444904	0.9130434782608695
20	0.8526758103596046	0.9130434782608695
30	0.8526758103596046	0.9130434782608695
40	0.8526758103596046	0.9130434782608695
50	0.8526758103596046	0.9130434782608695
60	0.8526758103596046	0.9130434782608695
70	0.8041715087942952	0.9130434782608695
80	0.8041715087942952	0.9130434782608695
90	0.8041715087942952	0.9130434782608695
100	0.8041715087942952	0.9130434782608695
