K_max	Best Sigma	Accuracy
10	0.8649398878436286	0.9714285714285714
20	0.8649398878436286	0.9714285714285714
30	0.8649398878436286	0.9714285714285714
40	0.8649398878436286	0.9714285714285714
50	0.8649398878436286	0.9714285714285714
60	0.8649398878436286	0.9714285714285714
70	0.8649398878436286	0.9714285714285714
80	0.8649398878436286	0.9714285714285714
90	0.8649398878436286	0.9714285714285714
100	0.7790623381140784	0.973015873015873
---------
10	0.8649398878436286	0.9130434782608695
20	0.8649398878436286	0.9130434782608695
30	0.8649398878436286	0.9130434782608695
40	0.8649398878436286	0.9130434782608695
50	0.8649398878436286	0.9130434782608695
60	0.8649398878436286	0.9130434782608695
70	0.8649398878436286	0.9130434782608695
80	0.8649398878436286	0.9130434782608695
90	0.8649398878436286	0.9130434782608695
100	0.7790623381140784	0.9130434782608695
