K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.7695441361963018	0.9618441971383148
10	1	2	4.7391261876223405	0.6963434022257552
10	5	1	0.8285980912676456	0.9634340222575517
10	5	2	8.075426231123776	0.6581875993640699
10	10	1	11.518338340669393	0.6581875993640699
10	10	2	16.083677744750034	0.6581875993640699
20	1	1	-0.9807555244943927	0.9634340222575517
20	1	2	1.6625175643872772	0.9379968203497615
20	5	1	0.8285980912676456	0.9634340222575517
20	5	2	4.6360152044263065	0.7027027027027027
20	10	1	11.518338340669393	0.6581875993640699
20	10	2	16.083677744750034	0.6581875993640699
30	1	1	-0.9807555244943927	0.9634340222575517
30	1	2	0.7256845282349914	0.9634340222575517
30	5	1	0.8285980912676456	0.9634340222575517
30	5	2	2.5704172161171037	0.863275039745628
30	10	1	6.013329325662719	0.6597774244833068
30	10	2	16.083677744750034	0.6581875993640699
40	1	1	-0.9807555244943927	0.9634340222575517
40	1	2	0.7256845282349914	0.9634340222575517
40	5	1	0.8285980912676456	0.9634340222575517
40	5	2	2.5704172161171037	0.863275039745628
40	10	1	6.013329325662719	0.6597774244833068
40	10	2	16.083677744750034	0.6581875993640699
50	1	1	-0.9807555244943927	0.9634340222575517
50	1	2	0.7256845282349914	0.9634340222575517
50	5	1	0.8285980912676456	0.9634340222575517
50	5	2	2.5704172161171037	0.863275039745628
50	10	1	6.013329325662719	0.6597774244833068
50	10	2	16.083677744750034	0.6581875993640699
60	1	1	-0.9807555244943927	0.9634340222575517
60	1	2	0.7256845282349914	0.9634340222575517
60	5	1	0.8285980912676456	0.9634340222575517
60	5	2	2.5704172161171037	0.863275039745628
60	10	1	6.013329325662719	0.6597774244833068
60	10	2	16.083677744750034	0.6581875993640699
70	1	1	-0.9807555244943927	0.9634340222575517
70	1	2	0.7256845282349914	0.9634340222575517
70	5	1	0.8285980912676456	0.9634340222575517
70	5	2	2.5704172161171037	0.863275039745628
70	10	1	6.013329325662719	0.6597774244833068
70	10	2	16.083677744750034	0.6581875993640699
80	1	1	-0.9807555244943927	0.9634340222575517
80	1	2	0.7256845282349914	0.9634340222575517
80	5	1	0.8285980912676456	0.9634340222575517
80	5	2	2.5704172161171037	0.863275039745628
80	10	1	6.013329325662719	0.6597774244833068
80	10	2	16.083677744750034	0.6581875993640699
90	1	1	-0.9807555244943927	0.9634340222575517
90	1	2	0.7256845282349914	0.9634340222575517
90	5	1	0.8285980912676456	0.9634340222575517
90	5	2	2.5704172161171037	0.863275039745628
90	10	1	6.013329325662719	0.6597774244833068
