K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	1.0334077952515517	0.9618441971383148
10	1	2	-0.7662623115628941	0.9618441971383148
10	5	1	-0.7083697285065084	0.9634340222575517
10	5	2	1.7394247984570415	0.9348171701112877
10	10	1	-0.7102663758914999	0.9634340222575517
10	10	2	0.9780370770974461	0.9634340222575517
20	1	1	0.8253566414361622	0.9634340222575517
20	1	2	-0.8589068522343503	0.9634340222575517
20	5	1	-0.7083697285065084	0.9634340222575517
20	5	2	0.6616016512379732	0.9618441971383148
20	10	1	-0.7102663758914999	0.9634340222575517
20	10	2	0.9780370770974461	0.9634340222575517
30	1	1	0.8253566414361622	0.9634340222575517
30	1	2	-0.8589068522343503	0.9634340222575517
30	5	1	-0.7083697285065084	0.9634340222575517
30	5	2	0.6616016512379732	0.9618441971383148
30	10	1	-0.7102663758914999	0.9634340222575517
30	10	2	0.9780370770974461	0.9634340222575517
40	1	1	0.8253566414361622	0.9634340222575517
40	1	2	-0.8589068522343503	0.9634340222575517
40	5	1	-0.7083697285065084	0.9634340222575517
40	5	2	0.9987928051820474	0.9634340222575517
40	10	1	-0.7102663758914999	0.9634340222575517
40	10	2	0.9780370770974461	0.9634340222575517
50	1	1	0.8253566414361622	0.9634340222575517
50	1	2	-0.8589068522343503	0.9634340222575517
50	5	1	-0.7083697285065084	0.9634340222575517
50	5	2	0.9987928051820474	0.9634340222575517
50	10	1	-0.7102663758914999	0.9634340222575517
50	10	2	0.9780370770974461	0.9634340222575517
60	1	1	0.8253566414361622	0.9634340222575517
60	1	2	-0.8589068522343503	0.9634340222575517
60	5	1	-0.7083697285065084	0.9634340222575517
60	5	2	0.9987928051820474	0.9634340222575517
60	10	1	-0.7102663758914999	0.9634340222575517
60	10	2	0.9780370770974461	0.9634340222575517
70	1	1	0.8253566414361622	0.9634340222575517
70	1	2	-0.8589068522343503	0.9634340222575517
70	5	1	-0.7083697285065084	0.9634340222575517
70	5	2	0.9987928051820474	0.9634340222575517
