[1.2, 1.41, 2.28]	[-0.18, -2.15, 1.31]	[-0.73, -1.62, -2.04]	[-1.82, 0.25, 1.42]	[1.31, -0.3, 1.29]	[-2.07, 0.82, -2.27]	[2.47, -0.02, -0.13]	[-1.05, -0.88, 0.65]
[1.64, 0.62, -0.94]	[-2.25, -1.47, -0.86]	[0.27, -0.48, 2.35]	[1.88, -0.97, 1.89]	[2.12, -0.38, 2.17]	[-1.6, 1.16, -1.17]	[1.29, 0.97, 2.4]	[-2.43, 2.34, -2.13]
[0.81, 0.02, 2.05]	[-1.99, 0.58, 1.64]	[2.32, 1.92, 1.71]	[1.09, 0.47, -1.19]	[0.98, -0.73, -2.01]	[-0.32, 1.15, -0.3]	[1.74, -0.39, -1.61]	[0.86, 1.71, 1.23]
[-0.99, 1.62, 0.56]	[-1.75, -0.89, -2.48]	[2.45, -2.36, -2.47]	[-1.55, -1.18, 0.31]	[-0.75, 1.93, 0.93]	[1.2, -1.05, 2.09]	[-1.4, -2.41, -0.2]	[-1.03, 1.51, -0.81]
[2.13, -2.14, 2.43]	[1.56, -0.16, -1.44]	[0.46, -2.18, -2.0]	[0.15, 1.95, 0.44]	[-1.77, -2.14, 1.95]	[0.24, -1.67, -0.28]	[-1.44, 0.78, -0.28]	[2.45, 1.57, -1.67]
[1.92, -0.98, 0.42]	[0.07, -1.65, -0.72]	[-1.05, 0.39, -0.86]	[-1.89, -1.08, -0.36]	[1.69, -1.28, -2.02]	[2.05, -2.06, 1.4]	[-1.41, 2.11, 1.83]	[1.99, 0.89, 0.14]
[1.43, -1.09, -2.44]	[-1.54, -1.19, 2.06]	[-1.07, 1.25, -1.45]	[0.89, -1.85, -0.21]	[0.04, 1.1, 0.54]	[1.32, -2.47, -0.89]	[1.69, 0.25, 0.63]	[-0.17, -0.78, -2.14]
[0.07, 0.88, -1.48]	[0.99, -0.51, 0.28]	[2.37, -1.91, -1.83]	[-0.05, 0.95, -0.55]	[1.75, 2.32, 1.16]	[-1.45, 0.2, 1.74]	[-1.68, -2.29, -2.3]	[0.63, 2.28, -1.45]
[-0.92, 0.97, -2.0]	[-1.59, -0.14, 2.23]	[-2.46, 2.44, -0.88]	[0.87, -2.2, -0.02]	[-1.58, -0.81, -2.35]	[-2.4, -0.94, 2.41]	[-0.64, 0.8, 2.41]	[-1.01, -0.16, 2.23]
[-2.01, -1.28, 1.06]	[-2.48, -0.27, 0.99]	[0.05, -1.1, 0.02]	[-0.38, -1.6, -1.45]	[-1.93, 1.08, -2.3]	[1.78, 2.16, 0.28]	[1.68, 0.55, 0.79]	[-0.73, 0.06, 1.66]
