[1.74, 1.94, 0.09]	[1.86, 1.18, 1.34]	[1.59, -2.09, 1.83]	[0.2, 1.85, -1.42]	[-0.34, 1.27, 0.93]	[-1.99, -2.22, 1.23]	[-0.3, -0.09, -1.68]	[0.29, -0.11, -0.59]
[-1.99, -0.91, -1.08]	[1.07, 2.12, 2.35]	[-0.85, -0.71, 2.25]	[-0.75, 2.35, 1.95]	[2.02, 0.19, 1.25]	[-2.15, 0.81, 2.3]	[-0.89, 2.42, -1.42]	[2.08, 2.27, 2.44]
[-1.66, 1.92, 0.6]	[2.39, -2.45, -0.99]	[-2.09, 0.33, 1.2]	[-1.57, -1.41, 1.95]	[0.88, -1.74, 1.2]	[1.0, -0.05, 0.59]	[0.2, 1.64, 1.93]	[1.23, -1.05, -0.8]
[1.95, -0.85, 2.1]	[0.64, 0.02, -0.17]	[0.68, -1.65, 2.44]	[0.8, -2.1, -1.28]	[2.17, -0.73, 0.12]	[-0.5, 2.2, 2.04]	[-1.07, 1.06, 0.66]	[-2.01, -1.4, 1.02]
[-1.79, -1.45, -0.9]	[-1.38, -0.77, 2.41]	[-1.04, 0.1, -0.76]	[-1.51, -1.58, 1.01]	[1.11, 1.38, -1.37]	[-1.25, 1.77, 0.62]	[0.03, 0.92, 0.31]	[-2.02, 1.99, -0.58]
[-2.07, -0.56, 1.3]	[1.79, 2.46, -0.84]	[1.87, -1.81, 2.01]	[0.79, -2.26, 1.35]	[0.96, 0.53, -1.41]	[-1.39, -1.23, -2.17]	[-2.47, -1.07, 0.77]	[0.67, 1.88, -0.33]
[2.24, 1.38, -1.68]	[-2.16, -1.85, -1.9]	[-0.5, 0.28, -1.34]	[-1.74, 1.54, -1.85]	[2.14, -2.29, -0.92]	[0.94, 1.92, -1.67]	[-0.07, -1.58, -0.5]	[-1.36, -0.26, 1.16]
[0.61, -0.6, -1.03]	[-1.03, 1.97, 0.0]	[-2.2, 1.18, 0.63]	[0.07, 2.2, -1.86]	[-1.68, 2.06, 2.02]	[0.77, 2.15, -0.68]	[-0.28, -2.49, 0.16]	[-1.32, -0.77, -0.28]
[-0.63, 1.61, 0.83]	[-1.85, -2.43, -2.02]	[2.1, -0.78, 0.49]	[0.23, -0.4, -1.45]	[0.52, 2.29, -0.82]	[-0.66, -1.28, -0.99]	[1.52, 2.49, 0.08]	[-0.6, -0.31, 2.16]
[-2.35, 1.84, 2.05]	[-1.77, 0.21, -1.51]	[-0.68, -0.65, 0.81]	[0.82, 0.82, 1.74]	[-0.76, -1.44, -1.15]	[2.37, -2.17, 0.54]	[-1.11, 0.06, -1.05]	[2.0, -1.6, 2.12]
