[1.36, -1.24, 0.34]	[-2.45, 1.66, 1.17]	[0.11, 2.43, -1.86]	[-0.81, -0.79, -2.09]	[-1.82, -2.19, 2.15]	[-1.31, -1.91, -1.39]	[-2.09, -2.31, -1.94]	[2.17, 0.93, 1.68]
[1.21, 1.14, -2.44]	[2.29, -1.62, 2.14]	[0.8, -0.89, -0.86]	[1.01, -1.79, 0.2]	[0.23, 0.5, -2.2]	[0.77, -2.24, 2.31]	[-2.08, 0.61, 0.79]	[-2.46, -1.53, -0.35]
[0.64, 0.68, -1.46]	[-0.98, -0.21, -1.7]	[1.23, -2.38, -1.74]	[0.33, -0.34, 1.4]	[1.7, 0.83, -1.56]	[1.36, 0.09, 0.41]	[-1.09, -0.57, 1.51]	[0.8, -0.69, -1.55]
[-2.47, -2.45, 1.75]	[1.41, -1.44, -0.49]	[1.48, -2.35, -2.44]	[-1.12, -2.07, 2.23]	[0.42, 1.24, 1.12]	[0.81, -0.41, -0.01]	[-0.14, 2.23, -1.83]	[1.92, 0.53, -0.02]
[-0.04, -1.16, -0.89]	[1.02, -1.28, 0.52]	[1.77, 0.25, 1.22]	[1.32, -2.48, 0.97]	[1.42, 0.27, 0.8]	[-0.92, -1.82, 1.76]	[0.32, -0.09, 1.84]	[1.46, -0.17, 2.32]
[-1.91, -1.24, 0.05]	[-1.43, -1.55, 0.91]	[-0.67, 0.57, 0.32]	[-0.95, -2.04, -1.67]	[0.7, -1.07, 1.92]	[2.46, 0.29, -0.36]	[-0.05, 1.93, 0.68]	[-0.81, -1.63, 0.31]
[0.6, 1.56, -1.48]	[1.01, 1.25, -0.74]	[0.93, 0.44, -0.7]	[-0.99, -1.31, 1.81]	[1.91, -1.0, -0.47]	[-0.72, -2.33, -1.17]	[-1.22, 2.13, -0.16]	[-0.14, 0.63, 0.0]
[-1.78, 0.7, 2.1]	[-0.54, -2.3, -1.68]	[-0.22, 2.09, 1.02]	[1.22, 1.39, 0.62]	[-1.78, -0.56, -0.07]	[2.17, 1.86, 2.47]	[0.8, -1.98, 0.57]	[1.17, -0.36, -1.97]
[0.2, 0.76, -0.72]	[-0.54, 0.35, 2.03]	[1.36, 2.28, 0.73]	[-0.08, -0.64, -1.14]	[2.5, 2.21, -1.37]	[-1.34, 1.51, -1.25]	[0.62, 0.28, 1.22]	[-1.8, 2.33, -1.08]
[-0.5, 0.47, 0.01]	[-0.86, -2.41, 2.05]	[1.62, -1.44, 1.52]	[1.09, 0.02, 2.42]	[0.09, 1.25, 1.13]	[2.13, 1.88, -1.68]	[0.6, 2.22, 1.81]	[-2.49, 0.53, 1.67]
