[-1.81, 0.94, -2.43]	[0.38, 0.42, 1.15]	[0.82, -0.36, -0.67]	[2.14, 1.29, 2.09]	[1.63, 1.54, 1.47]	[0.7, 2.14, 1.52]	[-1.63, 0.76, 0.14]	[-1.88, 0.82, 0.94]
[-1.58, -1.58, -1.33]	[1.73, 2.22, -2.5]	[-1.28, -0.32, -1.53]	[1.7, -1.33, 0.45]	[-1.82, 1.86, -0.12]	[-1.52, -2.25, -1.43]	[-0.9, -1.93, 0.4]	[2.05, -0.88, -0.46]
[0.03, 0.12, -2.08]	[0.11, 2.33, -1.41]	[0.27, -0.28, -2.45]	[-0.36, -0.45, 1.52]	[-2.47, -1.12, -0.93]	[-1.01, -2.19, 1.81]	[0.22, 0.41, 1.44]	[-1.14, -2.47, -1.54]
[-2.44, 0.14, -1.98]	[0.38, 1.72, 2.25]	[0.63, 0.08, -0.76]	[0.1, 2.32, 2.43]	[0.96, -0.56, -0.86]	[1.5, 1.85, 0.29]	[-1.43, 2.06, 1.64]	[-0.39, -1.58, 1.4]
[-0.06, 1.07, -2.17]	[-2.37, -2.37, 0.71]	[1.98, -1.68, 0.94]	[1.41, 1.52, -0.89]	[-1.91, 0.23, 0.09]	[1.16, -0.23, 2.17]	[-2.1, -0.29, 1.17]	[0.9, -2.48, 0.93]
[1.02, -2.36, -1.76]	[0.14, 1.58, -1.68]	[-0.57, -0.24, 1.3]	[1.73, -0.87, -1.06]	[1.62, -1.85, 2.33]	[-1.13, -0.79, -1.73]	[1.47, -1.35, -0.96]	[-1.25, -2.18, 2.23]
[1.28, -1.97, -1.56]	[2.26, 2.09, -1.81]	[-1.61, -1.06, 0.28]	[0.19, -1.98, -1.87]	[0.32, 1.69, 1.07]	[-1.35, -0.16, 0.08]	[-0.29, 1.16, 0.96]	[-1.19, 1.42, -0.7]
[-1.89, 1.81, 2.17]	[-0.66, -0.86, -1.89]	[0.95, -2.44, 1.28]	[1.14, -1.31, 2.35]	[-1.38, -2.38, 1.61]	[1.51, 0.19, 0.69]	[-1.33, -0.94, 1.32]	[1.01, 0.33, 0.35]
[-0.32, 0.96, -0.02]	[1.04, 0.26, 1.91]	[-1.75, 2.45, 2.4]	[0.98, 0.96, -1.08]	[-2.05, 1.17, -0.61]	[0.64, -1.48, -2.3]	[1.85, 1.03, -2.34]	[0.42, 0.88, 0.2]
[-2.01, 0.38, -2.29]	[0.42, 1.07, -0.86]	[1.75, 1.89, 0.98]	[-0.32, 0.92, -0.88]	[-1.69, 1.7, -0.26]	[1.18, 0.36, 1.7]	[-2.24, -1.22, 0.2]	[1.67, 0.74, 1.14]
