[1.88, 0.63, -0.59]	[-1.77, -2.3, -0.8]	[-1.58, 0.41, 2.03]	[-1.67, -1.07, 2.2]	[-0.15, 2.42, -1.07]	[0.39, -0.14, 0.28]	[-0.52, -1.33, 1.25]	[-2.09, -2.37, 0.61]
[2.06, 0.52, 2.33]	[0.71, -1.17, 0.21]	[2.2, -2.46, 0.31]	[-1.08, -0.59, -1.73]	[1.58, 1.78, 2.16]	[0.64, -2.08, -0.82]	[-0.78, 1.96, -0.09]	[-1.5, -0.56, -1.05]
[-0.73, 2.27, 0.27]	[-1.63, -2.49, 0.2]	[1.68, -1.5, -1.68]	[-0.76, 0.56, 0.4]	[0.42, -2.27, 0.74]	[-2.45, 0.41, -1.1]	[0.37, 0.54, -2.04]	[1.36, 1.06, 1.74]
[-1.23, 0.75, 0.29]	[-1.77, -1.66, 1.45]	[1.7, -1.29, -2.45]	[-1.73, 1.99, -0.96]	[2.03, -2.35, -1.52]	[-0.96, 1.56, 0.55]	[1.81, -0.34, 1.62]	[1.81, 1.82, 2.32]
[1.37, 0.32, -2.38]	[-1.94, -1.73, 2.04]	[1.77, -0.77, -2.04]	[-0.64, 1.68, 0.5]	[1.46, -1.55, -1.41]	[0.59, 1.32, -1.57]	[0.73, -0.1, 0.55]	[-1.64, -1.5, -1.37]
[0.87, -0.92, 1.12]	[0.45, -0.91, 1.48]	[-0.11, -0.26, 1.13]	[1.84, -0.7, -1.9]	[-1.62, -1.45, 1.04]	[-0.78, -0.66, 0.01]	[0.98, -1.99, -0.04]	[-1.31, 0.38, -0.58]
[2.48, -1.46, 0.31]	[-2.26, -2.07, -0.8]	[-2.15, 1.51, 1.44]	[0.49, -1.12, -0.98]	[0.37, -0.68, 1.54]	[-1.2, 1.1, -1.72]	[0.92, 2.26, -0.74]	[-2.12, 1.36, -0.97]
[-1.55, 0.19, 0.04]	[-1.2, 0.97, 2.26]	[0.74, 0.64, -1.82]	[-0.66, -0.04, 0.19]	[-2.02, 0.07, 0.49]	[0.21, 0.58, 1.94]	[0.16, 1.93, -2.16]	[-2.42, 1.63, -1.8]
[-2.08, -0.84, 1.85]	[0.42, 0.21, 0.35]	[1.02, 2.05, 0.63]	[-1.87, -1.28, 1.46]	[-2.2, 0.3, 1.34]	[0.87, 1.68, -1.99]	[-2.08, -0.32, 2.3]	[-0.24, 1.94, 0.82]
[1.83, 0.22, 2.13]	[-2.41, -2.32, 0.3]	[-1.56, 0.15, -1.01]	[-1.45, 1.93, 2.21]	[1.24, 0.71, 2.12]	[-0.88, 1.64, 1.61]	[0.64, 1.3, -0.29]	[0.7, 0.76, -1.98]
