[-2.04, 0.65, -1.93]	[-0.26, -1.42, -2.19]	[2.47, -0.61, 2.39]	[-1.71, -1.94, -0.59]	[-0.42, 1.62, -2.16]	[0.6, 1.35, 0.35]	[-0.93, 2.4, -0.89]	[1.19, 0.84, -1.42]
[0.93, 2.23, -2.11]	[1.81, 0.42, 1.93]	[0.96, -0.2, 1.95]	[1.9, -1.91, 0.47]	[2.23, 1.81, 2.15]	[0.5, 1.9, -1.81]	[1.06, 2.05, -0.46]	[2.16, 0.34, -2.48]
[2.11, -1.94, -0.26]	[-0.47, -1.68, 1.65]	[-1.16, 1.91, 2.09]	[1.03, -1.71, -0.47]	[-1.61, -1.4, -1.93]	[-1.71, -0.24, -1.6]	[-0.77, -1.23, -1.54]	[-1.45, -0.81, 0.65]
[-1.41, 0.33, 1.2]	[-2.48, -0.99, -1.89]	[1.45, -0.86, 0.61]	[-1.43, 0.19, 0.38]	[1.98, -2.43, 1.32]	[1.95, -1.71, -0.19]	[0.64, -0.86, 2.2]	[1.52, -0.37, -1.31]
[-0.55, 0.34, -0.06]	[-1.75, -0.76, 1.63]	[-2.18, 0.74, 1.96]	[-1.66, -1.83, -2.14]	[1.89, 0.44, 2.32]	[-1.43, 1.96, -1.98]	[-0.78, 2.37, -2.44]	[-1.13, 1.3, 0.22]
[-1.4, 0.39, -0.33]	[-2.36, -0.47, -2.03]	[0.75, 0.6, -1.07]	[1.16, -0.36, 1.91]	[-1.78, -0.99, -0.12]	[-2.04, -0.21, -0.81]	[-2.04, -1.95, -0.04]	[-0.98, 1.55, -1.84]
[2.23, -0.47, 0.15]	[-2.38, -2.5, 0.47]	[1.32, -0.67, -1.39]	[0.24, 2.09, -0.43]	[-1.18, -2.03, -2.16]	[-2.16, 1.63, -2.5]	[-0.54, 2.03, 1.36]	[2.0, 0.61, -1.1]
[0.48, -0.89, -1.47]	[-1.38, 1.69, 1.06]	[-0.09, 0.86, -0.66]	[-0.38, 0.72, -0.93]	[-1.42, -0.88, 1.35]	[-1.09, -2.22, -0.37]	[-2.05, 0.58, 0.43]	[1.74, 2.43, 1.06]
[1.94, -1.88, 0.5]	[1.25, -1.32, 1.2]	[-0.48, -1.59, 2.41]	[0.01, -0.11, 2.27]	[-1.36, -0.44, 1.55]	[-2.11, -0.94, 1.46]	[0.83, -2.08, -1.23]	[-2.08, 1.86, 1.78]
[0.82, 0.15, 1.1]	[1.6, 1.42, 0.53]	[-0.24, 0.29, 1.57]	[0.66, -1.54, -0.37]	[-1.21, -2.5, 2.38]	[1.2, -0.64, -0.96]	[0.64, 1.57, -1.38]	[1.26, 2.3, -1.29]
