K_max	Best Sigma	Accuracy
10	0.7746364980092433	0.9602543720190779
20	0.8874431729730263	0.9618441971383148
30	0.852137884637898	0.9634340222575517
40	0.852137884637898	0.9634340222575517
50	0.852137884637898	0.9634340222575517
60	0.852137884637898	0.9634340222575517
70	0.852137884637898	0.9634340222575517
80	0.852137884637898	0.9634340222575517
90	0.852137884637898	0.9634340222575517
100	0.852137884637898	0.9634340222575517
---------
10	0.7746364980092433	1.0
20	0.8874431729730263	1.0
30	0.852137884637898	1.0
40	0.852137884637898	1.0
50	0.852137884637898	1.0
60	0.852137884637898	1.0
70	0.852137884637898	1.0
80	0.852137884637898	1.0
90	0.852137884637898	1.0
100	0.852137884637898	1.0
