K_max	Best Sigma	Accuracy
10	0.6452424309764137	0.958664546899841
20	0.9212812211768372	0.9618441971383148
30	0.9212812211768372	0.9618441971383148
40	0.9212812211768372	0.9618441971383148
50	0.8128131955053933	0.9634340222575517
60	0.8128131955053933	0.9634340222575517
70	0.8128131955053933	0.9634340222575517
80	0.8128131955053933	0.9634340222575517
90	0.8128131955053933	0.9634340222575517
100	0.8128131955053933	0.9634340222575517
---------
10	0.6452424309764137	0.9857142857142858
20	0.9212812211768372	1.0
30	0.9212812211768372	1.0
40	0.9212812211768372	1.0
50	0.8128131955053933	1.0
60	0.8128131955053933	1.0
70	0.8128131955053933	1.0
80	0.8128131955053933	1.0
90	0.8128131955053933	1.0
100	0.8128131955053933	1.0
