K_max	Best Sigma	Accuracy
10	0.9315527752231532	0.9618441971383148
20	0.9315527752231532	0.9618441971383148
30	0.9315527752231532	0.9618441971383148
40	0.8339892310641145	0.9634340222575517
50	0.8339892310641145	0.9634340222575517
60	0.8339892310641145	0.9634340222575517
70	0.8339892310641145	0.9634340222575517
80	0.8339892310641145	0.9634340222575517
90	0.8339892310641145	0.9634340222575517
100	0.8339892310641145	0.9634340222575517
---------
10	0.9315527752231532	1.0
20	0.9315527752231532	1.0
30	0.9315527752231532	1.0
40	0.8339892310641145	1.0
50	0.8339892310641145	1.0
60	0.8339892310641145	1.0
70	0.8339892310641145	1.0
80	0.8339892310641145	1.0
90	0.8339892310641145	1.0
100	0.8339892310641145	1.0
