K_max	Best Sigma	Accuracy
10	0.9703438669387617	0.9602543720190779
20	0.9703438669387617	0.9602543720190779
30	0.9703438669387617	0.9602543720190779
40	0.9703438669387617	0.9602543720190779
50	0.8585019220059341	0.9634340222575517
60	0.8585019220059341	0.9634340222575517
70	0.8585019220059341	0.9634340222575517
80	0.8585019220059341	0.9634340222575517
90	0.8585019220059341	0.9634340222575517
100	0.8585019220059341	0.9634340222575517
---------
10	0.9703438669387617	1.0
20	0.9703438669387617	1.0
30	0.9703438669387617	1.0
40	0.9703438669387617	1.0
50	0.8585019220059341	1.0
60	0.8585019220059341	1.0
70	0.8585019220059341	1.0
80	0.8585019220059341	1.0
90	0.8585019220059341	1.0
100	0.8585019220059341	1.0
