Reflection: 0
Expansion: 0
OuterContraction: 2
InContraction: 2
Shrink: 96
K_max	Best Sigma	Accuracy
10	0.9379973641996089	0.9666136724960255
20	0.9379973641996089	0.9666136724960255
30	0.9379973641996089	0.9666136724960255
40	0.9379973641996089	0.9666136724960255
50	0.9379973641996089	0.9666136724960255
60	0.9379973641996089	0.9666136724960255
70	0.9379973641996089	0.9666136724960255
80	0.9379973641996089	0.9666136724960255
90	0.9379973641996089	0.9666136724960255
100	0.9379973641996089	0.9666136724960255
---------
10	0.9379973641996089	0.9714285714285714
20	0.9379973641996089	0.9714285714285714
30	0.9379973641996089	0.9714285714285714
40	0.9379973641996089	0.9714285714285714
50	0.9379973641996089	0.9714285714285714
60	0.9379973641996089	0.9714285714285714
70	0.9379973641996089	0.9714285714285714
80	0.9379973641996089	0.9714285714285714
90	0.9379973641996089	0.9714285714285714
100	0.9379973641996089	0.9714285714285714
