10	20	0.9660862317406511
10	40	0.9654435676374674
10	50	0.9981057528522218
10	60	0.9692232047457613
10	70	0.9692232047457613
10	80	0.9692232047457613
10	90	0.9692232047457613
10	100	0.9692232047457613
20	30	0.9669640801223502
20	40	0.9990675562601128
20	50	0.9687687862576255
30	40	0.9681670033026104
40	50	0.9681113072971397
50	60	0.9681060132988601
50	70	0.9681060132988601
50	80	0.9681060132988601
50	90	0.9681060132988601
50	100	0.9681060132988601
60	70	1.0
60	80	1.0
60	90	1.0
60	100	1.0
70	80	1.0
70	90	1.0
70	100	1.0
80	90	1.0
80	100	1.0
90	100	1.0
