Experiment	1	-15.533060054574864	0.9723239454251349	69999	0
Experiment	2	-15.533060054574864	0.9723239454251349	69998	0
Experiment	3	-15.59321093819258	0.9121730618074189	70000	0
Experiment	4	-16.50424438355099	0.0011396164490093952	1363	0
Experiment	5	-16.504373407754557	0.001010592245442865	2285	0
Experiment	6	-15.533060054574864	0.9723239454251349	69999	0
Experiment	7	-15.533060054574866	0.9723239454251331	70000	0
Experiment	8	-15.533060054574864	0.9723239454251349	70000	0
Experiment	9	-15.53306005457487	0.9723239454251296	70000	0
Experiment	10	-15.533060054574861	0.9723239454251384	69997	0
Experiment	11	-15.533060054574866	0.9723239454251331	69996	0
Experiment	12	-15.533060054574864	0.9723239454251349	70000	0
Experiment	13	-15.533060054574863	0.9723239454251367	69999	0
Experiment	14	-15.533060054574868	0.9723239454251313	69998	0
Experiment	15	-15.533060054574866	0.9723239454251331	70000	0
Experiment	16	-12.420167628817806	4.085216371182193	69998	0
Experiment	17	-16.50436559817873	0.0010184018212697765	3207	0
Experiment	18	-15.533060054574866	0.9723239454251331	69999	0
Experiment	19	-16.504378799614358	0.0010052003856415581	1910	0
Experiment	20	-16.50430107745132	0.001082922548679477	1983	0
Experiment	21	-15.593210938192582	0.9121730618074171	69999	0
Experiment	22	-15.533060054574866	0.9723239454251331	70000	0
Experiment	23	-15.533060054574861	0.9723239454251384	70000	0
Experiment	24	-15.533060054574861	0.9723239454251384	69999	0
Experiment	25	-15.533060054574868	0.9723239454251313	69998	0
Experiment	26	-16.504373068618598	0.0010109313814012921	1203	0
Experiment	27	-16.504321785736916	0.00106221426308295	1297	0
Experiment	28	-15.935043060488889	0.5703409395111105	70000	0
Experiment	29	-16.50415547474519	0.0012285252548096537	1427	0
Experiment	30	-15.533060054574868	0.9723239454251313	70000	0
