K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	-0.16304094885173698	0.9364069952305246
10	1.5	0.7	0.5	-0.8037234086483083	0.9634340222575517
10	1.5	0.5	0.1	-0.8621791267616116	0.9650238473767886
10	1.5	0.5	0.5	-0.8274518978269633	0.9650238473767886
10	2	0.7	0.1	-0.8274518978269633	0.9650238473767886
10	2	0.7	0.5	-0.8274518978269633	0.9650238473767886
10	2	0.5	0.1	-0.8621791267616116	0.9650238473767886
10	2	0.5	0.5	-0.8274518978269633	0.9650238473767886
20	1.5	0.7	0.1	-0.1734165213400954	0.9364069952305246
20	1.5	0.7	0.5	-0.7748202654863717	0.9634340222575517
20	1.5	0.5	0.1	-0.8235194973967678	0.9650238473767886
20	1.5	0.5	0.5	-0.807789895675986	0.9650238473767886
20	2	0.7	0.1	-0.8219465372246897	0.9650238473767886
20	2	0.7	0.5	-0.8054602744783561	0.9650238473767886
20	2	0.5	0.1	-0.8235194973967678	0.9650238473767886
20	2	0.5	0.5	-0.807789895675986	0.9650238473767886
30	1.5	0.7	0.1	-0.23390937662016248	0.9364069952305246
30	1.5	0.7	0.5	-0.8393161424162907	0.9650238473767886
30	1.5	0.5	0.1	-0.8297117539392161	0.9650238473767886
30	1.5	0.5	0.5	-0.8387511783882275	0.9650238473767886
30	2	0.7	0.1	-0.8306156963841173	0.9650238473767886
30	2	0.7	0.5	-0.8432708906127333	0.9650238473767886
30	2	0.5	0.1	-0.8297117539392161	0.9650238473767886
30	2	0.5	0.5	-0.8387511783882275	0.9650238473767886
40	1.5	0.7	0.1	-0.1663627514914431	0.9364069952305246
40	1.5	0.7	0.5	-0.8393161424162907	0.9650238473767886
40	1.5	0.5	0.1	-0.8604308079799293	0.9650238473767886
40	1.5	0.5	0.5	-0.8387511783882275	0.9650238473767886
40	2	0.7	0.1	-0.8306156963841173	0.9650238473767886
40	2	0.7	0.5	-0.8432708906127333	0.9650238473767886
40	2	0.5	0.1	-0.8604308079799293	0.9650238473767886
40	2	0.5	0.5	-0.8387511783882275	0.9650238473767886
50	1.5	0.7	0.1	-0.19843017923021267	0.9364069952305246
50	1.5	0.7	0.5	-0.8393161424162907	0.9650238473767886
50	1.5	0.5	0.1	-0.8115306886047491	0.9650238473767886
50	1.5	0.5	0.5	-0.8387511783882275	0.9650238473767886
50	2	0.7	0.1	-0.8115306886047491	0.9650238473767886
50	2	0.7	0.5	-0.8432708906127333	0.9650238473767886
50	2	0.5	0.1	-0.8115306886047491	0.9650238473767886
50	2	0.5	0.5	-0.8387511783882275	0.9650238473767886
60	1.5	0.7	0.1	-0.10359932795708582	0.9364069952305246
60	1.5	0.7	0.5	-0.8501749050810137	0.9650238473767886
60	1.5	0.5	0.1	-0.8317800896848776	0.9650238473767886
60	1.5	0.5	0.5	-0.849092857116535	0.9650238473767886
60	2	0.7	0.1	-0.8317800896848776	0.9650238473767886
60	2	0.7	0.5	-0.849092857116535	0.9650238473767886
60	2	0.5	0.1	-0.8317800896848776	0.9650238473767886
60	2	0.5	0.5	-0.849092857116535	0.9650238473767886
70	1.5	0.7	0.1	-0.16179226331568453	0.9364069952305246
70	1.5	0.7	0.5	-0.8433580029047986	0.9650238473767886
70	1.5	0.5	0.1	-0.8582543850390919	0.9650238473767886
70	1.5	0.5	0.5	-0.8382723774717491	0.9650238473767886
70	2	0.7	0.1	-0.8054734176503527	0.9650238473767886
70	2	0.7	0.5	-0.8426005693296635	0.9650238473767886
70	2	0.5	0.1	-0.8582543850390919	0.9650238473767886
70	2	0.5	0.5	-0.8382723774717491	0.9650238473767886
80	1.5	0.7	0.1	-0.09170903516533188	0.9364069952305246
80	1.5	0.7	0.5	-0.8085588803098748	0.9650238473767886
80	1.5	0.5	0.1	-0.8248814192532097	0.9650238473767886
80	1.5	0.5	0.5	-0.8145995049581956	0.9650238473767886
80	2	0.7	0.1	-0.8238532278237083	0.9650238473767886
80	2	0.7	0.5	-0.8094585478106886	0.9650238473767886
80	2	0.5	0.1	-0.8248814192532097	0.9650238473767886
80	2	0.5	0.5	-0.8145995049581956	0.9650238473767886
90	1.5	0.7	0.1	-0.1794932988767404	0.9364069952305246
90	1.5	0.7	0.5	-0.8085588803098748	0.9650238473767886
90	1.5	0.5	0.1	-0.8573072966580492	0.9650238473767886
90	1.5	0.5	0.5	-0.8118944891575064	0.9650238473767886
90	2	0.7	0.1	-0.8692494561904835	0.9650238473767886
90	2	0.7	0.5	-0.8056715256897237	0.9650238473767886
90	2	0.5	0.1	-0.8573072966580492	0.9650238473767886
90	2	0.5	0.5	-0.8118944891575064	0.9650238473767886
100	1.5	0.7	0.1	-0.17704898179152104	0.9364069952305246
100	1.5	0.7	0.5	-0.8643764433058507	0.9650238473767886
100	1.5	0.5	0.1	-0.8122813909357594	0.9650238473767886
100	1.5	0.5	0.5	-0.8525706362479752	0.9650238473767886
100	2	0.7	0.1	-0.8122813909357594	0.9650238473767886
100	2	0.7	0.5	-0.8626181316163799	0.9650238473767886
100	2	0.5	0.1	-0.8122813909357594	0.9650238473767886
100	2	0.5	0.5	-0.8525706362479752	0.9650238473767886
---------
10	1.5	0.7	0.1	-0.16304094885173698	0.9857142857142858
10	1.5	0.7	0.5	-0.8037234086483083	0.9857142857142858
10	1.5	0.5	0.1	-0.8621791267616116	0.9857142857142858
10	1.5	0.5	0.5	-0.8274518978269633	0.9857142857142858
10	2	0.7	0.1	-0.8274518978269633	0.9857142857142858
10	2	0.7	0.5	-0.8274518978269633	0.9857142857142858
10	2	0.5	0.1	-0.8621791267616116	0.9857142857142858
10	2	0.5	0.5	-0.8274518978269633	0.9857142857142858
20	1.5	0.7	0.1	-0.1734165213400954	0.9857142857142858
20	1.5	0.7	0.5	-0.7748202654863717	0.9857142857142858
20	1.5	0.5	0.1	-0.8235194973967678	0.9857142857142858
20	1.5	0.5	0.5	-0.807789895675986	0.9857142857142858
20	2	0.7	0.1	-0.8219465372246897	0.9857142857142858
20	2	0.7	0.5	-0.8054602744783561	0.9857142857142858
20	2	0.5	0.1	-0.8235194973967678	0.9857142857142858
20	2	0.5	0.5	-0.807789895675986	0.9857142857142858
30	1.5	0.7	0.1	-0.23390937662016248	0.9857142857142858
30	1.5	0.7	0.5	-0.8393161424162907	0.9857142857142858
30	1.5	0.5	0.1	-0.8297117539392161	0.9857142857142858
30	1.5	0.5	0.5	-0.8387511783882275	0.9857142857142858
30	2	0.7	0.1	-0.8306156963841173	0.9857142857142858
30	2	0.7	0.5	-0.8432708906127333	0.9857142857142858
30	2	0.5	0.1	-0.8297117539392161	0.9857142857142858
30	2	0.5	0.5	-0.8387511783882275	0.9857142857142858
