Reflection: 0
Expansion: 0
OuterContraction: 1
InContraction: 0
Shrink: 99
K_max	Best Sigma	Accuracy
10	0.22104627332516302	0.9427662957074722
20	0.22104627332516302	0.9427662957074722
30	0.22104627332516302	0.9427662957074722
40	0.22104627332516302	0.9427662957074722
50	0.22104627332516302	0.9427662957074722
60	0.22104627332516302	0.9427662957074722
70	0.22104627332516302	0.9427662957074722
80	0.22104627332516302	0.9427662957074722
90	0.22104627332516302	0.9427662957074722
100	0.22104627332516302	0.9427662957074722
---------
10	0.22104627332516302	0.9857142857142858
20	0.22104627332516302	0.9857142857142858
30	0.22104627332516302	0.9857142857142858
40	0.22104627332516302	0.9857142857142858
50	0.22104627332516302	0.9857142857142858
60	0.22104627332516302	0.9857142857142858
70	0.22104627332516302	0.9857142857142858
80	0.22104627332516302	0.9857142857142858
90	0.22104627332516302	0.9857142857142858
100	0.22104627332516302	0.9857142857142858
