Reflection: 1
Expansion: 0
OuterContraction: 1
InContraction: 0
Shrink: 98
K_max	Best Sigma	Accuracy
10	0.43428587425388565	0.9523052464228935
20	0.43428587425388565	0.9523052464228935
30	0.43428587425388565	0.9523052464228935
40	0.43428587425388565	0.9523052464228935
50	0.43428587425388565	0.9523052464228935
60	0.43428587425388565	0.9523052464228935
70	0.43428587425388565	0.9523052464228935
80	0.43428587425388565	0.9523052464228935
90	0.43428587425388565	0.9523052464228935
100	0.43428587425388565	0.9523052464228935
---------
10	0.43428587425388565	0.9857142857142858
20	0.43428587425388565	0.9857142857142858
30	0.43428587425388565	0.9857142857142858
40	0.43428587425388565	0.9857142857142858
50	0.43428587425388565	0.9857142857142858
60	0.43428587425388565	0.9857142857142858
70	0.43428587425388565	0.9857142857142858
80	0.43428587425388565	0.9857142857142858
90	0.43428587425388565	0.9857142857142858
100	0.43428587425388565	0.9857142857142858
