10	20	1.0
10	30	0.9053270405491882
10	40	0.9053270405491882
10	50	0.9367012129977236
10	60	1.0
10	70	0.9683734359326279
10	80	0.9682744782198665
10	90	1.0
10	100	0.9684757208778968
20	30	0.905025661017043
20	40	0.905025661017043
20	50	0.9364985292112076
20	60	1.0
20	70	0.9682723137559621
20	80	0.9681724007818677
20	90	1.0
20	100	0.9683755797681459
30	40	1.0
30	50	0.9681736939847807
30	60	0.905025661017043
30	70	0.873395621233499
30	80	0.9362951822315069
30	90	0.905025661017043
30	100	0.9367024846373467
40	50	0.9681736939847807
40	60	0.905025661017043
40	70	0.873395621233499
40	80	0.9362951822315069
40	90	0.905025661017043
40	100	0.9367024846373467
50	60	0.9364985292112076
50	70	0.9047179284729864
50	80	0.9680705023833391
50	90	0.9364985292112076
50	100	0.9682756265310226
60	70	0.9682723137559621
60	80	0.9681724007818677
60	90	1.0
60	100	0.9683755797681459
70	80	0.9362905328982711
70	90	0.9682723137559621
70	100	0.9366979239191409
80	90	0.9681724007818677
80	100	1.0
90	100	0.9683755797681459
