10	20	0.7220655625645069
10	30	0.6938548708736096
10	40	0.6159252230117587
10	50	0.6159252230117195
10	60	0.5901277431893563
10	70	0.5657514693810055
10	80	0.5666717531426377
10	90	0.5686838789576554
10	100	0.6442317664393484
20	30	0.9721578266106223
20	40	0.8891447251043627
20	50	0.8891447251043197
20	60	0.8613095387242221
20	70	0.833941360655667
20	80	0.834564058689758
20	90	0.8353661798798149
20	100	0.9178213390961821
30	40	0.916366933510289
30	50	0.9163669335102456
30	60	0.8882902904734461
30	70	0.8605866220124112
30	80	0.8611808197353072
30	90	0.8618645245756777
30	100	0.945119844051098
40	50	0.9999999999999563
40	60	0.9718247876888708
40	70	0.9437115272051538
40	80	0.9441973619194443
40	90	0.9444757196084086
40	100	0.9716779223072677
50	60	0.9718247876889146
50	70	0.9437115272051975
50	80	0.9441973619194879
50	90	0.944475719608452
50	100	0.9716779223072243
60	70	0.9717805151302167
60	80	0.9722286619665058
60	90	0.9723679249808792
60	100	0.9436826757075505
70	80	0.9995917079250647
70	90	0.9995937542652583
70	100	0.9158530333165638
80	90	0.9999999999999782
80	100	0.916371992363122
90	100	0.9167824288730704
