K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	-0.48266836917241596	0.9538950715421304
10	1	2	0.9256404604131516	0.9634340222575517
10	5	1	0.863483115617947	0.9650238473767886
10	5	2	1.2821771906137736	0.9459459459459459
10	10	1	0.770754599444881	0.9634340222575517
10	10	2	1.782623213157289	0.9300476947535771
20	1	1	0.9345415700256252	0.9650238473767886
20	1	2	0.8220191866870677	0.9650238473767886
20	5	1	0.863483115617947	0.9650238473767886
20	5	2	0.8169950015263678	0.9650238473767886
20	10	1	0.770754599444881	0.9634340222575517
20	10	2	1.782623213157289	0.9300476947535771
30	1	1	0.9345415700256252	0.9650238473767886
30	1	2	0.8220191866870677	0.9650238473767886
30	5	1	0.863483115617947	0.9650238473767886
30	5	2	0.8169950015263678	0.9650238473767886
30	10	1	0.770754599444881	0.9634340222575517
30	10	2	0.6382222038430038	0.9570747217806042
40	1	1	0.9345415700256252	0.9650238473767886
40	1	2	0.8220191866870677	0.9650238473767886
40	5	1	0.863483115617947	0.9650238473767886
40	5	2	0.8169950015263678	0.9650238473767886
40	10	1	0.770754599444881	0.9634340222575517
40	10	2	0.8025607707518564	0.9634340222575517
50	1	1	0.9345415700256252	0.9650238473767886
50	1	2	0.8220191866870677	0.9650238473767886
50	5	1	0.863483115617947	0.9650238473767886
50	5	2	0.8169950015263678	0.9650238473767886
50	10	1	0.770754599444881	0.9634340222575517
50	10	2	0.8025607707518564	0.9634340222575517
60	1	1	0.9345415700256252	0.9650238473767886
60	1	2	0.8220191866870677	0.9650238473767886
60	5	1	0.863483115617947	0.9650238473767886
60	5	2	0.8169950015263678	0.9650238473767886
60	10	1	0.770754599444881	0.9634340222575517
60	10	2	0.8025607707518564	0.9634340222575517
70	1	1	0.9345415700256252	0.9650238473767886
70	1	2	0.8220191866870677	0.9650238473767886
70	5	1	0.863483115617947	0.9650238473767886
70	5	2	0.8169950015263678	0.9650238473767886
70	10	1	0.770754599444881	0.9634340222575517
70	10	2	0.8025607707518564	0.9634340222575517
80	1	1	0.9345415700256252	0.9650238473767886
80	1	2	0.8220191866870677	0.9650238473767886
80	5	1	0.863483115617947	0.9650238473767886
80	5	2	0.8169950015263678	0.9650238473767886
80	10	1	0.770754599444881	0.9634340222575517
80	10	2	0.9342768353825395	0.9650238473767886
90	1	1	0.9345415700256252	0.9650238473767886
90	1	2	0.8220191866870677	0.9650238473767886
90	5	1	0.863483115617947	0.9650238473767886
90	5	2	0.8169950015263678	0.9650238473767886
90	10	1	0.8548352007692174	0.9650238473767886
90	10	2	0.9342768353825395	0.9650238473767886
100	1	1	0.9345415700256252	0.9650238473767886
100	1	2	0.8220191866870677	0.9650238473767886
100	5	1	0.863483115617947	0.9650238473767886
100	5	2	0.8169950015263678	0.9650238473767886
100	10	1	0.8548352007692174	0.9650238473767886
100	10	2	0.9342768353825395	0.9650238473767886
---------
10	1	1	-0.48266836917241596	0.9857142857142858
10	1	2	0.9256404604131516	0.9857142857142858
10	5	1	0.863483115617947	0.9857142857142858
10	5	2	1.2821771906137736	0.9571428571428572
10	10	1	0.770754599444881	0.9857142857142858
10	10	2	1.782623213157289	0.9285714285714286
20	1	1	0.9345415700256252	0.9857142857142858
20	1	2	0.8220191866870677	0.9857142857142858
20	5	1	0.863483115617947	0.9857142857142858
20	5	2	0.8169950015263678	0.9857142857142858
20	10	1	0.770754599444881	0.9857142857142858
20	10	2	1.782623213157289	0.9285714285714286
30	1	1	0.9345415700256252	0.9857142857142858
30	1	2	0.8220191866870677	0.9857142857142858
30	5	1	0.863483115617947	0.9857142857142858
30	5	2	0.8169950015263678	0.9857142857142858
30	10	1	0.770754599444881	0.9857142857142858
30	10	2	0.6382222038430038	0.9857142857142858
40	1	1	0.9345415700256252	0.9857142857142858
40	1	2	0.8220191866870677	0.9857142857142858
40	5	1	0.863483115617947	0.9857142857142858
40	5	2	0.8169950015263678	0.9857142857142858
40	10	1	0.770754599444881	0.9857142857142858
40	10	2	0.8025607707518564	0.9857142857142858
50	1	1	0.9345415700256252	0.9857142857142858
50	1	2	0.8220191866870677	0.9857142857142858
50	5	1	0.863483115617947	0.9857142857142858
50	5	2	0.8169950015263678	0.9857142857142858
50	10	1	0.770754599444881	0.9857142857142858
50	10	2	0.8025607707518564	0.9857142857142858
60	1	1	0.9345415700256252	0.9857142857142858
60	1	2	0.8220191866870677	0.9857142857142858
60	5	1	0.863483115617947	0.9857142857142858
60	5	2	0.8169950015263678	0.9857142857142858
60	10	1	0.770754599444881	0.9857142857142858
60	10	2	0.8025607707518564	0.9857142857142858
70	1	1	0.9345415700256252	0.9857142857142858
70	1	2	0.8220191866870677	0.9857142857142858
70	5	1	0.863483115617947	0.9857142857142858
70	5	2	0.8169950015263678	0.9857142857142858
70	10	1	0.770754599444881	0.9857142857142858
70	10	2	0.8025607707518564	0.9857142857142858
80	1	1	0.9345415700256252	0.9857142857142858
80	1	2	0.8220191866870677	0.9857142857142858
80	5	1	0.863483115617947	0.9857142857142858
80	5	2	0.8169950015263678	0.9857142857142858
80	10	1	0.770754599444881	0.9857142857142858
80	10	2	0.9342768353825395	0.9857142857142858
90	1	1	0.9345415700256252	0.9857142857142858
90	1	2	0.8220191866870677	0.9857142857142858
90	5	1	0.863483115617947	0.9857142857142858
90	5	2	0.8169950015263678	0.9857142857142858
90	10	1	0.8548352007692174	0.9857142857142858
90	10	2	0.9342768353825395	0.9857142857142858
100	1	1	0.9345415700256252	0.9857142857142858
100	1	2	0.8220191866870677	0.9857142857142858
100	5	1	0.863483115617947	0.9857142857142858
100	5	2	0.8169950015263678	0.9857142857142858
100	10	1	0.8548352007692174	0.9857142857142858
