K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.8291139794485294	0.9634340222575517
10	1	2	0.9065622480483444	0.9634340222575517
10	5	1	0.8662363676325855	0.9634340222575517
10	5	2	-2.057118644235425	0.9062003179650239
10	10	1	-9.560701092166273	0.6565977742448331
10	10	2	-15.006735848594612	0.6565977742448331
20	1	1	0.8291139794485294	0.9634340222575517
20	1	2	0.9065622480483444	0.9634340222575517
20	5	1	0.8662363676325855	0.9634340222575517
20	5	2	-2.057118644235425	0.9062003179650239
20	10	1	-9.560701092166273	0.6565977742448331
20	10	2	-15.006735848594612	0.6565977742448331
30	1	1	0.8291139794485294	0.9634340222575517
30	1	2	0.9065622480483444	0.9634340222575517
30	5	1	0.8662363676325855	0.9634340222575517
30	5	2	-2.057118644235425	0.9062003179650239
30	10	1	-9.560701092166273	0.6565977742448331
30	10	2	-15.006735848594612	0.6565977742448331
40	1	1	0.8291139794485294	0.9634340222575517
40	1	2	0.9065622480483444	0.9634340222575517
40	5	1	0.8662363676325855	0.9634340222575517
40	5	2	-2.057118644235425	0.9062003179650239
40	10	1	-9.560701092166273	0.6565977742448331
40	10	2	-15.006735848594612	0.6565977742448331
50	1	1	0.8291139794485294	0.9634340222575517
50	1	2	0.9065622480483444	0.9634340222575517
50	5	1	0.8662363676325855	0.9634340222575517
50	5	2	-2.057118644235425	0.9062003179650239
50	10	1	-9.560701092166273	0.6565977742448331
50	10	2	-15.006735848594612	0.6565977742448331
60	1	1	0.8291139794485294	0.9634340222575517
60	1	2	0.9065622480483444	0.9634340222575517
60	5	1	0.8662363676325855	0.9634340222575517
60	5	2	-2.057118644235425	0.9062003179650239
60	10	1	-9.560701092166273	0.6565977742448331
60	10	2	-15.006735848594612	0.6565977742448331
70	1	1	0.8291139794485294	0.9634340222575517
70	1	2	0.9065622480483444	0.9634340222575517
70	5	1	0.8662363676325855	0.9634340222575517
70	5	2	-2.057118644235425	0.9062003179650239
70	10	1	-9.560701092166273	0.6565977742448331
70	10	2	-15.006735848594612	0.6565977742448331
80	1	1	0.8291139794485294	0.9634340222575517
80	1	2	0.9065622480483444	0.9634340222575517
80	5	1	0.8662363676325855	0.9634340222575517
80	5	2	-2.057118644235425	0.9062003179650239
80	10	1	-9.560701092166273	0.6565977742448331
80	10	2	-15.006735848594612	0.6565977742448331
90	1	1	0.8291139794485294	0.9634340222575517
90	1	2	0.9065622480483444	0.9634340222575517
90	5	1	0.8662363676325855	0.9634340222575517
90	5	2	-2.057118644235425	0.9062003179650239
90	10	1	-9.560701092166273	0.6565977742448331
90	10	2	-15.006735848594612	0.6565977742448331
100	1	1	0.8291139794485294	0.9634340222575517
100	1	2	0.9065622480483444	0.9634340222575517
100	5	1	0.8662363676325855	0.9634340222575517
100	5	2	-2.057118644235425	0.9062003179650239
100	10	1	-9.560701092166273	0.6565977742448331
100	10	2	-15.006735848594612	0.6565977742448331
---------
10	1	1	0.8291139794485294	0.9857142857142858
10	1	2	0.9065622480483444	0.9857142857142858
10	5	1	0.8662363676325855	0.9857142857142858
10	5	2	-2.057118644235425	0.9285714285714286
10	10	1	-9.560701092166273	0.6428571428571429
10	10	2	-15.006735848594612	0.6428571428571429
20	1	1	0.8291139794485294	0.9857142857142858
20	1	2	0.9065622480483444	0.9857142857142858
20	5	1	0.8662363676325855	0.9857142857142858
20	5	2	-2.057118644235425	0.9285714285714286
20	10	1	-9.560701092166273	0.6428571428571429
20	10	2	-15.006735848594612	0.6428571428571429
30	1	1	0.8291139794485294	0.9857142857142858
30	1	2	0.9065622480483444	0.9857142857142858
30	5	1	0.8662363676325855	0.9857142857142858
30	5	2	-2.057118644235425	0.9285714285714286
30	10	1	-9.560701092166273	0.6428571428571429
30	10	2	-15.006735848594612	0.6428571428571429
40	1	1	0.8291139794485294	0.9857142857142858
40	1	2	0.9065622480483444	0.9857142857142858
40	5	1	0.8662363676325855	0.9857142857142858
40	5	2	-2.057118644235425	0.9285714285714286
40	10	1	-9.560701092166273	0.6428571428571429
40	10	2	-15.006735848594612	0.6428571428571429
50	1	1	0.8291139794485294	0.9857142857142858
50	1	2	0.9065622480483444	0.9857142857142858
50	5	1	0.8662363676325855	0.9857142857142858
50	5	2	-2.057118644235425	0.9285714285714286
50	10	1	-9.560701092166273	0.6428571428571429
50	10	2	-15.006735848594612	0.6428571428571429
60	1	1	0.8291139794485294	0.9857142857142858
60	1	2	0.9065622480483444	0.9857142857142858
60	5	1	0.8662363676325855	0.9857142857142858
60	5	2	-2.057118644235425	0.9285714285714286
60	10	1	-9.560701092166273	0.6428571428571429
60	10	2	-15.006735848594612	0.6428571428571429
70	1	1	0.8291139794485294	0.9857142857142858
70	1	2	0.9065622480483444	0.9857142857142858
70	5	1	0.8662363676325855	0.9857142857142858
70	5	2	-2.057118644235425	0.9285714285714286
70	10	1	-9.560701092166273	0.6428571428571429
70	10	2	-15.006735848594612	0.6428571428571429
80	1	1	0.8291139794485294	0.9857142857142858
80	1	2	0.9065622480483444	0.9857142857142858
80	5	1	0.8662363676325855	0.9857142857142858
80	5	2	-2.057118644235425	0.9285714285714286
80	10	1	-9.560701092166273	0.6428571428571429
80	10	2	-15.006735848594612	0.6428571428571429
90	1	1	0.8291139794485294	0.9857142857142858
90	1	2	0.9065622480483444	0.9857142857142858
90	5	1	0.8662363676325855	0.9857142857142858
90	5	2	-2.057118644235425	0.9285714285714286
90	10	1	-9.560701092166273	0.6428571428571429
90	10	2	-15.006735848594612	0.6428571428571429
100	1	1	0.8291139794485294	0.9857142857142858
100	1	2	0.9065622480483444	0.9857142857142858
100	5	1	0.8662363676325855	0.9857142857142858
100	5	2	-2.057118644235425	0.9285714285714286
100	10	1	-9.560701092166273	0.6428571428571429
100	10	2	-15.006735848594612	0.6428571428571429
