K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.8818803091004817	0.9634340222575517
10	1	2	-1.098538132372004	0.9570747217806042
10	5	1	-0.8711397955894724	0.9650238473767886
10	5	2	-2.2229739198591902	0.8918918918918919
10	10	1	-3.209624187734593	0.8314785373608903
10	10	2	-6.531299309624572	0.6565977742448331
20	1	1	0.8818803091004817	0.9634340222575517
20	1	2	-0.9887067281571671	0.9618441971383148
20	5	1	-0.8711397955894724	0.9650238473767886
20	5	2	-2.2229739198591902	0.8918918918918919
20	10	1	-3.209624187734593	0.8314785373608903
20	10	2	-6.531299309624572	0.6565977742448331
30	1	1	0.8818803091004817	0.9634340222575517
30	1	2	-0.9106881910362695	0.9634340222575517
30	5	1	-0.8711397955894724	0.9650238473767886
30	5	2	-2.2229739198591902	0.8918918918918919
30	10	1	-3.209624187734593	0.8314785373608903
30	10	2	-6.531299309624572	0.6565977742448331
40	1	1	0.8818803091004817	0.9634340222575517
40	1	2	-0.9106881910362695	0.9634340222575517
40	5	1	-0.8711397955894724	0.9650238473767886
40	5	2	-2.2229739198591902	0.8918918918918919
40	10	1	-3.209624187734593	0.8314785373608903
40	10	2	-6.531299309624572	0.6565977742448331
50	1	1	0.8818803091004817	0.9634340222575517
50	1	2	-0.9106881910362695	0.9634340222575517
50	5	1	-0.8711397955894724	0.9650238473767886
50	5	2	-2.2229739198591902	0.8918918918918919
50	10	1	-3.209624187734593	0.8314785373608903
50	10	2	-6.531299309624572	0.6565977742448331
60	1	1	0.8818803091004817	0.9634340222575517
60	1	2	-0.8676270467028031	0.9650238473767886
60	5	1	-0.8711397955894724	0.9650238473767886
60	5	2	-2.2229739198591902	0.8918918918918919
60	10	1	-3.209624187734593	0.8314785373608903
60	10	2	-6.531299309624572	0.6565977742448331
70	1	1	0.8818803091004817	0.9634340222575517
70	1	2	-0.8676270467028031	0.9650238473767886
70	5	1	-0.8711397955894724	0.9650238473767886
70	5	2	-2.2229739198591902	0.8918918918918919
70	10	1	-3.209624187734593	0.8314785373608903
70	10	2	-6.531299309624572	0.6565977742448331
80	1	1	0.8818803091004817	0.9634340222575517
80	1	2	-0.8676270467028031	0.9650238473767886
80	5	1	-0.8711397955894724	0.9650238473767886
80	5	2	-2.2229739198591902	0.8918918918918919
80	10	1	-3.209624187734593	0.8314785373608903
80	10	2	-6.531299309624572	0.6565977742448331
90	1	1	0.8818803091004817	0.9634340222575517
90	1	2	-0.8676270467028031	0.9650238473767886
90	5	1	-0.8711397955894724	0.9650238473767886
90	5	2	-2.2229739198591902	0.8918918918918919
90	10	1	-3.209624187734593	0.8314785373608903
90	10	2	-6.531299309624572	0.6565977742448331
100	1	1	0.8818803091004817	0.9634340222575517
100	1	2	-0.8676270467028031	0.9650238473767886
100	5	1	-0.8711397955894724	0.9650238473767886
100	5	2	-2.2229739198591902	0.8918918918918919
100	10	1	-3.209624187734593	0.8314785373608903
100	10	2	-6.531299309624572	0.6565977742448331
---------
10	1	1	0.8818803091004817	0.9857142857142858
10	1	2	-1.098538132372004	0.9857142857142858
10	5	1	-0.8711397955894724	0.9857142857142858
10	5	2	-2.2229739198591902	0.9142857142857143
10	10	1	-3.209624187734593	0.8142857142857143
10	10	2	-6.531299309624572	0.6428571428571429
20	1	1	0.8818803091004817	0.9857142857142858
20	1	2	-0.9887067281571671	0.9857142857142858
20	5	1	-0.8711397955894724	0.9857142857142858
20	5	2	-2.2229739198591902	0.9142857142857143
20	10	1	-3.209624187734593	0.8142857142857143
20	10	2	-6.531299309624572	0.6428571428571429
30	1	1	0.8818803091004817	0.9857142857142858
30	1	2	-0.9106881910362695	0.9857142857142858
30	5	1	-0.8711397955894724	0.9857142857142858
30	5	2	-2.2229739198591902	0.9142857142857143
30	10	1	-3.209624187734593	0.8142857142857143
30	10	2	-6.531299309624572	0.6428571428571429
40	1	1	0.8818803091004817	0.9857142857142858
40	1	2	-0.9106881910362695	0.9857142857142858
40	5	1	-0.8711397955894724	0.9857142857142858
40	5	2	-2.2229739198591902	0.9142857142857143
40	10	1	-3.209624187734593	0.8142857142857143
40	10	2	-6.531299309624572	0.6428571428571429
50	1	1	0.8818803091004817	0.9857142857142858
50	1	2	-0.9106881910362695	0.9857142857142858
50	5	1	-0.8711397955894724	0.9857142857142858
50	5	2	-2.2229739198591902	0.9142857142857143
50	10	1	-3.209624187734593	0.8142857142857143
50	10	2	-6.531299309624572	0.6428571428571429
60	1	1	0.8818803091004817	0.9857142857142858
60	1	2	-0.8676270467028031	0.9857142857142858
60	5	1	-0.8711397955894724	0.9857142857142858
60	5	2	-2.2229739198591902	0.9142857142857143
60	10	1	-3.209624187734593	0.8142857142857143
60	10	2	-6.531299309624572	0.6428571428571429
70	1	1	0.8818803091004817	0.9857142857142858
70	1	2	-0.8676270467028031	0.9857142857142858
70	5	1	-0.8711397955894724	0.9857142857142858
70	5	2	-2.2229739198591902	0.9142857142857143
70	10	1	-3.209624187734593	0.8142857142857143
70	10	2	-6.531299309624572	0.6428571428571429
80	1	1	0.8818803091004817	0.9857142857142858
80	1	2	-0.8676270467028031	0.9857142857142858
80	5	1	-0.8711397955894724	0.9857142857142858
80	5	2	-2.2229739198591902	0.9142857142857143
80	10	1	-3.209624187734593	0.8142857142857143
80	10	2	-6.531299309624572	0.6428571428571429
90	1	1	0.8818803091004817	0.9857142857142858
90	1	2	-0.8676270467028031	0.9857142857142858
90	5	1	-0.8711397955894724	0.9857142857142858
90	5	2	-2.2229739198591902	0.9142857142857143
90	10	1	-3.209624187734593	0.8142857142857143
90	10	2	-6.531299309624572	0.6428571428571429
