K_max	Best Sigma	Accuracy
10	0.7104828995878586	0.9650238473767886
20	0.7727105261732545	0.9666136724960255
30	0.7727105261732545	0.9666136724960255
40	0.9705967760084444	0.9682034976152624
50	0.9705967760084444	0.9682034976152624
60	0.9705967760084444	0.9682034976152624
70	0.9705967760084444	0.9682034976152624
80	0.9705967760084444	0.9682034976152624
90	0.9705967760084444	0.9682034976152624
100	0.9705967760084444	0.9682034976152624
---------
10	0.7104828995878586	0.9428571428571428
20	0.7727105261732545	0.9428571428571428
30	0.7727105261732545	0.9428571428571428
40	0.9705967760084444	0.9571428571428572
50	0.9705967760084444	0.9571428571428572
60	0.9705967760084444	0.9571428571428572
70	0.9705967760084444	0.9571428571428572
80	0.9705967760084444	0.9571428571428572
90	0.9705967760084444	0.9571428571428572
100	0.9705967760084444	0.9571428571428572
