K_max	Best Sigma	Accuracy
10	0.9882965611632183	0.9666136724960255
20	0.9882965611632183	0.9666136724960255
30	0.9882965611632183	0.9666136724960255
40	0.7952972980804001	0.9682034976152624
50	0.7952972980804001	0.9682034976152624
60	0.7952972980804001	0.9682034976152624
70	0.7952972980804001	0.9682034976152624
80	0.7952972980804001	0.9682034976152624
90	0.7952972980804001	0.9682034976152624
100	0.7952972980804001	0.9682034976152624
---------
10	0.9882965611632183	0.9571428571428572
20	0.9882965611632183	0.9571428571428572
30	0.9882965611632183	0.9571428571428572
40	0.7952972980804001	0.9714285714285714
50	0.7952972980804001	0.9714285714285714
60	0.7952972980804001	0.9714285714285714
70	0.7952972980804001	0.9714285714285714
80	0.7952972980804001	0.9714285714285714
90	0.7952972980804001	0.9714285714285714
100	0.7952972980804001	0.9714285714285714
