K_max	Best Sigma	Accuracy
10	0.8455904517833382	0.9682034976152624
20	0.8455904517833382	0.9682034976152624
30	0.8455904517833382	0.9682034976152624
40	0.8455904517833382	0.9682034976152624
50	0.8455904517833382	0.9682034976152624
60	0.8455904517833382	0.9682034976152624
70	0.8455904517833382	0.9682034976152624
80	0.8455904517833382	0.9682034976152624
90	0.8455904517833382	0.9682034976152624
100	0.8455904517833382	0.9682034976152624
---------
10	0.8455904517833382	0.9571428571428572
20	0.8455904517833382	0.9571428571428572
30	0.8455904517833382	0.9571428571428572
40	0.8455904517833382	0.9571428571428572
50	0.8455904517833382	0.9571428571428572
60	0.8455904517833382	0.9571428571428572
70	0.8455904517833382	0.9571428571428572
80	0.8455904517833382	0.9571428571428572
90	0.8455904517833382	0.9571428571428572
100	0.8455904517833382	0.9571428571428572
