K_max	Best Sigma	Accuracy
10	1.006869111283017	0.9682034976152624
20	1.006869111283017	0.9682034976152624
30	1.006869111283017	0.9682034976152624
40	1.006869111283017	0.9682034976152624
50	1.006869111283017	0.9682034976152624
60	1.006869111283017	0.9682034976152624
70	1.006869111283017	0.9682034976152624
80	1.006869111283017	0.9682034976152624
90	1.006869111283017	0.9682034976152624
100	1.006869111283017	0.9682034976152624
---------
10	1.006869111283017	0.9571428571428572
20	1.006869111283017	0.9571428571428572
30	1.006869111283017	0.9571428571428572
40	1.006869111283017	0.9571428571428572
50	1.006869111283017	0.9571428571428572
60	1.006869111283017	0.9571428571428572
70	1.006869111283017	0.9571428571428572
80	1.006869111283017	0.9571428571428572
90	1.006869111283017	0.9571428571428572
100	1.006869111283017	0.9571428571428572
