[-1.15, 1.03, 0.93]	[-0.55, 2.05, -2.1]	[-0.37, -0.74, 2.2]	[-2.18, -2.15, 1.25]	[-0.05, -0.14, -0.84]	[0.74, -2.08, 1.66]	[-0.21, 1.8, 0.71]
[1.88, -1.08, 1.41]	[0.34, 0.25, 0.55]	[0.69, -0.17, -0.3]	[0.89, 1.22, -1.06]	[2.2, 0.85, 1.87]	[2.02, -0.56, -2.16]	[-0.95, 1.12, 1.99]
[1.61, -2.08, 0.63]	[2.34, 2.09, 0.19]	[0.95, -0.12, 1.57]	[-1.85, -1.71, 1.68]	[-1.25, 1.1, -2.25]	[-1.87, -2.4, 0.5]	[1.52, -1.71, -2.33]
[2.46, 2.08, -1.18]	[-0.31, -0.82, -0.25]	[-2.24, 1.88, -0.92]	[-1.95, 2.24, -1.63]	[1.82, -1.13, -0.52]	[1.53, 0.42, 2.31]	[1.78, -0.64, -1.14]
[-0.56, -0.11, 0.06]	[-0.2, 0.43, 1.42]	[1.35, 0.77, -1.99]	[1.58, 0.35, 1.85]	[1.1, -1.1, -2.11]	[-1.23, -2.32, 2.37]	[-1.91, -0.67, -1.39]
[-1.98, -2.29, -2.28]	[1.92, -1.63, -2.48]	[1.19, -0.55, -2.5]	[1.02, 0.25, 2.26]	[-2.34, 1.14, 1.61]	[-1.64, -1.79, 1.68]	[-2.21, -1.44, -0.21]
[-1.47, -2.16, 1.81]	[-2.24, 2.34, 1.68]	[-0.07, -1.25, 2.33]	[2.05, -2.2, -0.02]	[-1.35, -0.97, -0.07]	[-0.67, 2.1, -1.1]	[2.28, -2.39, 1.16]
[-1.36, -1.94, -0.83]	[-0.04, 1.01, -2.01]	[-1.31, 0.59, 0.49]	[-1.19, 1.96, 0.77]	[0.77, 1.5, 1.89]	[1.24, 1.91, 1.54]	[-1.5, 0.9, -0.29]
[-1.41, 0.47, 1.13]	[-1.4, 2.35, -2.12]	[2.38, -1.05, 0.16]	[-0.14, 1.68, 0.16]	[-2.05, 2.12, 0.13]	[0.13, -1.45, 2.08]	[-1.1, -2.35, -0.22]
[0.35, 2.15, -1.96]	[2.15, 2.4, -1.23]	[-1.5, -0.31, -2.02]	[0.93, 0.09, -1.77]	[0.7, 0.13, -1.25]	[-2.27, 0.61, -1.48]	[-1.83, -1.03, -1.28]
